SSC_CODE_2016,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SSC10528,84,156,158,105,121,65,48,70,9,812
SSC10529,34,59,97,76,63,52,83,66,9,534
SSC10530,3,0,0,0,0,0,0,0,0,10
SSC10531,13,12,9,11,0,0,0,6,0,47
SSC10532,11,3,4,0,0,0,0,3,0,23
SSC10533,5,0,0,0,0,0,0,0,0,5
SSC10534,18,9,3,3,4,7,0,7,0,67
SSC10535,48,42,40,27,45,26,20,26,14,279
SSC10536,659,1065,518,464,449,425,118,292,68,4062
SSC10537,26,45,59,74,33,35,20,50,4,342
SSC10538,0,0,0,0,0,0,0,0,0,0
SSC10539,58,54,80,36,74,46,32,52,11,424
SSC10540,10,4,0,0,4,0,0,3,3,22
SSC10541,12,6,18,16,16,5,14,8,5,104
SSC10542,3,0,4,0,0,3,4,4,0,20
SSC10543,288,545,585,455,561,351,458,392,82,3718
SSC10544,7,3,0,0,0,0,12,6,0,31
SSC10545,35,37,37,24,24,28,16,24,7,234
SSC10546,4,0,0,0,0,0,0,0,0,5
SSC10547,126,134,90,64,76,54,45,65,29,685
SSC10548,48,70,63,31,53,36,38,28,6,370
SSC10549,91,131,178,104,110,80,148,89,14,950
SSC10550,22,20,15,10,15,13,17,15,0,129
SSC10551,7,0,0,0,0,0,0,3,0,15
SSC10552,15,29,49,38,28,23,22,41,3,249
SSC10553,4,5,0,3,3,0,0,0,0,26
SSC10554,8,8,10,7,7,5,10,9,0,74
SSC10555,16,10,3,4,6,3,3,9,0,46
SSC10556,0,0,0,3,0,0,3,3,0,12
SSC10557,525,766,151,129,334,217,31,51,51,2252
SSC10558,0,0,0,0,0,0,0,0,0,0
SSC10559,37,26,30,16,26,6,12,20,4,175
SSC10560,16,0,3,0,0,0,0,3,0,25
SSC10561,18,7,5,3,5,0,13,14,0,77
SSC10562,0,0,0,0,0,3,0,4,0,11
SSC10563,56,58,32,73,31,7,13,42,13,321
SSC10564,15,8,10,3,3,0,4,4,0,54
SSC10565,0,0,0,0,0,0,0,0,0,3
SSC10566,22,3,9,4,3,0,5,7,3,60
SSC10567,14,12,25,3,11,7,25,6,0,106
SSC10568,17,33,26,14,19,9,8,9,0,134
SSC10569,509,841,480,392,621,422,275,305,87,3920
SSC10570,38,86,62,33,65,32,25,31,3,380
SSC10571,0,0,0,0,0,0,0,0,0,0
SSC10572,3,3,6,0,7,6,0,0,0,22
SSC10573,12,0,0,0,0,0,0,0,0,14
SSC10574,0,0,0,0,0,0,0,0,0,0
SSC10575,148,134,232,81,192,102,171,109,31,1197
SSC10576,18,0,0,0,0,0,0,3,0,26
SSC10577,7,13,13,11,13,3,3,3,0,64
SSC10578,74,220,100,104,119,87,33,75,7,824
SSC10579,4,3,8,0,3,6,5,4,0,47
SSC10580,49,34,34,27,27,21,28,49,4,267
SSC10581,6,3,4,3,0,0,0,0,0,15
SSC10582,9,3,0,0,0,0,0,0,0,9
SSC10583,27,29,20,25,18,19,8,19,6,161
SSC10584,32,4,8,3,9,3,6,12,0,82
SSC10585,8,4,0,0,0,3,0,3,0,17
SSC10586,0,3,3,3,0,0,0,0,0,16
SSC10587,0,0,0,0,0,0,0,0,0,0
SSC10588,0,8,4,0,0,3,0,0,0,15
SSC10589,48,37,25,17,24,14,12,29,9,217
SSC10590,32,31,37,5,18,19,36,38,9,217
SSC10591,22,44,17,19,10,12,3,9,7,128
SSC10592,684,1117,1022,1048,757,705,721,764,138,6955
SSC10593,11,3,10,6,6,9,4,8,5,61
SSC10594,773,1467,262,277,417,237,30,97,76,3631
SSC10595,5,0,3,0,0,0,0,0,0,14
SSC10596,11,14,16,9,10,3,5,15,0,94
SSC10597,9,0,3,0,5,0,0,6,0,19
SSC10598,27,28,18,19,9,12,3,8,0,125
SSC10599,64,94,56,34,55,27,9,29,11,396
SSC10600,0,0,0,0,0,0,0,0,0,4
SSC10601,263,437,294,182,279,186,95,128,27,1884
SSC10602,0,3,0,0,0,0,0,0,0,13
SSC10603,3,21,3,7,4,0,4,13,3,62
SSC10604,10,0,0,0,0,0,0,0,0,9
SSC10605,3,14,3,4,9,0,3,3,0,38
SSC10606,20,17,7,6,8,4,0,3,0,63
SSC10607,8,9,10,14,6,5,3,7,0,60
SSC10608,85,152,100,77,80,75,20,48,8,635
SSC10609,17,31,58,11,22,9,6,11,9,179
SSC10610,13,7,14,6,4,3,11,8,3,66
SSC10611,0,3,0,0,0,0,0,0,0,4
SSC10612,17,16,35,39,24,17,25,24,7,204
SSC10613,26,21,10,9,15,13,0,10,0,103
SSC10614,11,3,3,4,0,0,0,0,0,22
SSC10615,4,0,0,0,0,3,0,0,0,13
SSC10616,3,0,0,0,0,0,0,0,0,3
SSC10617,5,0,3,6,3,4,3,3,0,28
SSC10618,8,3,5,4,0,0,3,8,0,38
SSC10619,7,0,0,0,0,0,0,3,3,16
SSC10620,10,29,12,5,11,8,9,8,3,106
SSC10621,99,126,114,100,73,60,27,81,5,684
SSC10622,15,12,10,11,4,3,9,9,0,67
SSC10623,7,7,0,0,0,0,0,0,0,12
SSC10624,0,0,0,0,0,0,0,0,0,0
SSC10625,35,43,44,15,40,26,26,23,7,260
SSC10626,4,3,9,0,3,0,9,5,0,30
SSC10627,0,0,0,0,0,0,0,0,0,6
SSC10628,15,11,15,14,16,6,10,6,0,93
SSC10629,23,27,21,9,10,21,13,30,0,161
SSC10630,15,10,11,6,8,3,3,6,3,65
SSC10631,6,0,0,0,0,0,0,0,0,5
SSC10632,3,0,0,0,0,0,0,0,0,5
SSC10633,9,3,3,3,0,0,0,0,0,14
SSC10634,13,16,7,8,6,4,4,11,3,76
SSC10635,8,6,3,8,3,0,3,6,0,32
SSC10636,0,3,0,0,0,0,0,0,0,4
SSC10637,19,0,0,0,0,0,0,3,0,31
SSC10638,7,0,0,0,0,0,0,3,0,10
SSC10639,0,0,0,0,0,0,0,0,0,0
SSC10640,0,0,0,0,0,0,0,0,0,0
SSC10641,19,7,24,10,15,3,8,8,0,97
SSC10642,116,191,229,192,175,139,117,155,16,1333
SSC10643,0,0,0,0,0,0,0,0,0,0
SSC10644,5,6,5,4,0,3,0,5,0,27
SSC10645,117,169,241,176,163,162,121,182,30,1349
SSC10646,21,8,5,12,4,0,3,0,0,53
SSC10647,0,0,0,0,0,0,0,0,0,0
SSC10648,16,9,8,3,3,8,0,12,3,66
SSC10649,58,50,83,70,56,56,61,70,13,504
SSC10650,0,0,0,0,0,0,0,0,0,0
SSC10651,23,23,37,8,15,17,20,12,0,152
SSC10652,0,0,0,0,0,0,0,0,0,0
SSC10653,5,0,0,0,0,0,0,0,0,9
SSC10654,3,0,0,0,0,0,0,0,0,3
SSC10655,15,5,0,0,0,0,3,0,0,29
SSC10656,67,141,84,70,79,42,30,52,6,574
SSC10657,13,3,0,3,0,0,0,0,0,18
SSC10658,42,0,0,0,8,0,0,13,0,71
SSC10659,12,3,3,0,0,0,0,3,0,26
SSC10660,8,5,11,3,0,3,3,0,0,37
SSC10661,0,0,0,0,0,0,0,0,0,0
SSC10662,416,854,402,388,350,194,113,185,35,2935
SSC10663,9,4,0,0,3,0,0,0,0,21
SSC10664,7,6,9,0,8,3,0,6,3,36
SSC10665,8,0,0,0,0,0,0,0,0,9
SSC10666,18,3,0,3,5,0,0,4,0,37
SSC10667,0,5,0,0,0,3,0,0,0,8
SSC10668,5,5,3,0,10,0,5,10,0,43
SSC10669,4,14,9,4,3,0,0,8,0,46
SSC10670,136,236,161,120,139,89,48,91,20,1037
SSC10671,53,24,26,28,18,8,15,44,13,224
SSC10672,127,266,145,107,108,62,27,71,16,929
SSC10673,33,0,0,0,0,0,4,4,0,39
SSC10674,13,0,0,0,0,3,0,0,0,27
SSC10675,9,5,0,0,0,3,0,0,0,16
SSC10676,3,3,4,4,3,0,3,10,0,32
SSC10677,3,0,0,0,0,0,0,0,0,8
SSC10678,3,3,3,5,0,0,6,3,0,21
SSC10679,0,0,0,0,0,0,0,0,0,0
SSC10680,0,8,3,0,6,3,0,0,0,27
SSC10681,11,3,0,0,0,0,0,5,0,25
SSC10682,128,401,130,104,249,97,106,98,30,1354
SSC10683,4,3,10,3,4,0,13,8,0,44
SSC10684,464,456,335,199,430,132,76,117,38,2251
SSC10685,30,14,30,11,20,12,19,24,5,157
SSC10686,37,22,9,3,5,5,0,8,0,96
SSC10687,6,11,24,7,9,6,7,17,0,90
SSC10688,34,3,3,3,4,0,7,4,0,63
SSC10689,16,3,5,0,3,0,0,8,0,43
SSC10690,12,7,12,3,4,9,0,9,0,55
SSC10691,10,10,9,9,9,9,8,18,0,79
SSC10692,11,5,0,0,4,0,4,4,0,35
SSC10693,10,0,4,3,0,0,3,10,0,33
SSC10694,0,4,0,8,3,3,0,0,0,26
SSC10695,6,3,0,0,0,0,0,0,0,11
SSC10696,83,84,87,57,46,64,42,69,8,531
SSC10697,80,99,48,25,70,20,19,12,13,389
SSC10698,10,7,7,3,3,0,8,4,0,29
SSC10699,21,0,3,0,9,3,0,8,0,45
SSC10700,17,3,3,3,0,3,3,3,3,39
SSC10701,207,276,86,70,109,97,14,45,12,918
SSC10702,9,3,0,3,3,5,3,14,0,43
SSC10703,14,4,3,6,6,0,3,4,0,43
SSC10704,4,5,0,0,0,0,0,0,0,8
SSC10705,433,471,182,161,309,186,40,61,42,1888
SSC10706,7,22,17,4,12,21,6,12,0,114
SSC10707,0,0,0,0,0,0,3,0,0,9
SSC10708,41,32,19,10,20,13,8,16,5,169
SSC10709,7,22,12,21,4,11,5,11,0,98
SSC10710,51,14,3,9,6,0,23,17,3,124
SSC10711,5,0,7,3,5,0,4,3,0,23
SSC10712,45,88,86,66,51,82,30,71,9,523
SSC10713,40,55,71,48,48,26,32,46,6,373
SSC10714,0,0,0,0,0,3,0,0,0,5
SSC10715,33,4,3,3,3,0,4,3,0,52
SSC10716,46,28,24,13,27,10,14,21,5,186
SSC10717,14,11,9,5,9,8,6,4,0,67
SSC10718,763,2058,717,775,906,807,241,692,216,7187
SSC10719,50,134,40,43,69,46,18,27,11,438
SSC10720,54,98,167,141,158,104,215,202,42,1180
SSC10721,0,0,3,3,0,0,0,6,0,16
SSC10722,0,0,0,0,0,0,5,0,0,4
SSC10723,54,107,70,58,62,40,35,42,5,480
SSC10724,6,7,7,0,0,0,4,3,0,36
SSC10725,13,19,16,0,7,9,7,4,0,69
SSC10726,91,98,200,114,136,105,133,131,15,1024
SSC10727,23,29,22,13,24,11,9,16,0,149
SSC10728,0,0,0,0,0,0,0,0,0,0
SSC10729,5,17,8,8,5,7,4,5,0,63
SSC10730,7,0,0,0,0,0,0,0,0,16
SSC10731,10,13,6,0,7,3,0,3,0,33
SSC10732,4,0,0,3,4,0,0,0,0,13
SSC10733,395,560,314,304,207,224,76,229,46,2352
SSC10734,8,12,8,3,0,0,0,8,0,44
SSC10735,141,191,81,43,120,42,30,29,18,703
SSC10736,233,323,55,49,150,90,18,28,28,968
SSC10737,4,8,9,9,3,6,3,6,0,45
SSC10738,0,0,0,0,3,0,0,3,0,8
SSC10739,0,0,0,0,0,0,0,0,0,0
SSC10740,440,792,965,951,668,681,1016,1660,271,7447
SSC10741,185,305,353,279,287,261,357,436,79,2542
SSC10742,4,0,8,0,0,0,0,4,0,18
SSC10743,83,138,86,71,119,63,47,50,18,659
SSC10744,0,3,0,0,0,0,3,4,0,16
SSC10745,0,0,0,0,0,0,0,0,0,0
SSC10746,6,0,0,0,0,0,3,0,0,19
SSC10747,0,0,0,0,0,0,0,0,0,0
SSC10748,200,384,288,217,253,206,113,187,23,1874
SSC10749,0,0,0,0,0,0,0,0,0,0
SSC10750,20,15,11,5,14,0,8,6,0,92
SSC10751,12,5,0,0,3,0,0,3,0,18
SSC10752,5,9,15,3,11,0,6,5,0,54
SSC10753,4,0,0,0,3,0,0,0,0,5
SSC10754,11,9,4,3,0,3,3,7,0,38
SSC10755,14,84,6,169,21,113,14,46,0,460
SSC10756,3,0,0,0,0,0,0,0,0,4
SSC10757,84,135,134,126,94,115,37,88,17,825
SSC10758,33,48,38,27,28,24,8,36,5,251
SSC10759,7,8,8,0,9,6,3,4,0,41
SSC10760,15,3,0,3,5,4,0,6,0,34
SSC10761,0,0,0,0,0,0,0,0,0,0
SSC10762,3,4,4,0,0,3,13,7,0,28
SSC10763,21,36,18,13,13,21,6,11,0,134
SSC10764,80,169,70,72,73,73,25,44,3,605
SSC10765,3,0,3,0,3,0,0,0,0,11
SSC10766,11,0,0,3,0,0,0,0,0,12
SSC10767,95,112,171,108,193,115,119,101,26,1038
SSC10768,227,326,496,376,523,304,411,370,52,3085
SSC10769,0,0,0,0,0,0,0,0,0,0
SSC10770,174,311,246,152,236,116,112,117,24,1490
SSC10771,7,17,10,5,3,0,0,4,3,47
SSC10772,197,262,163,142,183,127,66,63,27,1233
SSC10773,257,481,365,263,337,181,169,188,45,2288
SSC10774,0,0,0,0,0,0,0,0,0,0
SSC10775,426,793,627,425,628,447,317,335,69,4054
SSC10776,11,0,0,0,3,0,0,0,0,19
SSC10777,0,0,0,0,0,0,0,3,0,9
SSC10778,880,1670,235,252,546,274,36,73,54,4021
SSC10779,11,0,0,0,0,0,0,4,0,9
SSC10780,447,913,655,609,735,513,610,603,109,5188
SSC10781,939,2638,364,628,658,449,67,152,76,5971
SSC10782,885,1783,1635,1347,1269,1190,828,1743,303,10986
SSC10783,5,0,0,0,0,0,7,3,0,26
SSC10784,11,13,11,10,10,8,3,0,0,65
SSC10785,119,153,61,43,98,61,28,26,18,608
SSC10786,0,0,0,0,0,0,0,0,0,3
SSC10787,13,0,0,0,0,0,0,0,0,12
SSC10788,54,59,34,31,33,30,15,40,3,305
SSC10789,8,3,0,0,0,0,3,0,0,11
SSC10790,48,51,51,34,54,32,22,40,3,335
SSC10791,278,480,497,418,502,367,572,738,150,4003
SSC10792,230,491,453,374,412,347,460,666,92,3522
SSC10793,56,82,30,22,29,26,5,23,3,267
SSC10794,14,14,17,16,8,10,5,11,0,95
SSC10795,8,0,0,0,3,0,0,0,0,13
SSC10796,211,139,114,114,92,71,55,126,20,934
SSC10797,401,845,477,402,528,329,192,388,85,3647
SSC10798,31,28,46,37,28,22,25,44,0,255
SSC10799,30,35,29,19,31,15,17,32,8,208
SSC10800,10,0,5,4,4,0,3,3,0,20
SSC10801,3,0,0,0,0,0,0,3,0,7
SSC10802,8,5,7,9,3,8,3,13,0,54
SSC10803,0,0,0,0,0,0,0,0,0,3
SSC10804,41,42,53,30,41,11,25,32,11,285
SSC10805,5,0,0,3,9,0,0,3,0,25
SSC10806,50,12,3,3,6,3,8,10,0,84
SSC10807,3,3,3,0,0,3,0,7,0,13
SSC10808,28,13,9,14,14,9,7,12,3,119
SSC10809,211,477,439,311,388,287,163,323,48,2642
SSC10810,70,187,86,60,97,56,37,55,4,640
SSC10811,112,207,251,172,220,156,107,120,20,1364
SSC10812,44,69,41,31,49,26,12,27,0,289
SSC10813,48,39,50,16,34,28,33,31,3,268
SSC10814,36,3,14,3,13,3,11,16,3,93
SSC10815,747,1286,900,733,946,594,292,383,121,5996
SSC10816,1077,1548,746,583,994,581,169,254,92,6047
SSC10817,0,4,0,3,0,3,3,5,0,17
SSC10818,1473,3603,1166,896,1606,1002,432,640,227,11051
SSC10819,554,1253,605,516,778,552,325,537,105,5219
SSC10820,103,239,119,80,167,87,96,67,32,1000
SSC10821,3,0,0,0,0,0,0,0,0,8
SSC10822,24,9,12,16,4,3,0,12,0,79
SSC10823,30,6,3,0,4,8,5,16,5,71
SSC10824,0,0,0,0,0,0,0,0,0,0
SSC10825,0,0,0,0,0,0,0,0,0,0
SSC10826,50,137,169,142,148,83,180,229,36,1183
SSC10827,42,3,7,8,5,3,16,27,6,119
SSC10828,13,14,8,11,15,3,3,3,0,68
SSC10829,3,0,0,0,3,0,0,0,0,11
SSC10830,101,310,130,120,132,68,54,80,14,1011
SSC10831,3,0,0,0,5,0,0,0,0,11
SSC10832,31,12,11,7,8,8,19,29,4,130
SSC10833,0,0,3,0,0,0,3,4,0,10
SSC10834,7,6,12,3,8,4,3,9,0,56
SSC10835,0,0,0,0,0,0,0,7,0,8
SSC10836,3,0,0,3,0,0,0,3,0,9
SSC10837,107,163,52,43,82,63,15,14,7,547
SSC10838,30,51,94,76,80,56,104,112,21,614
SSC10839,9,13,17,7,12,12,14,13,0,87
SSC10840,3,0,0,0,3,0,0,3,0,14
SSC10841,140,164,108,59,143,50,26,40,18,741
SSC10842,0,0,0,0,0,0,0,0,0,0
SSC10843,297,372,423,457,412,371,299,910,63,3598
SSC10844,56,11,13,10,18,5,4,26,6,154
SSC10845,283,443,70,59,145,83,17,25,23,1140
SSC10846,13,32,15,12,12,3,0,5,0,94
SSC10847,3609,5997,1773,1486,2928,1900,474,796,311,19267
SSC10848,11,6,21,4,10,10,12,8,3,81
SSC10849,340,563,44,95,159,91,11,28,35,1364
SSC10850,71,66,98,36,119,49,76,44,15,575
SSC10851,188,340,179,173,167,109,40,86,14,1292
SSC10852,659,1198,889,631,1120,649,648,659,151,6595
SSC10853,66,72,107,102,98,118,53,111,15,743
SSC10854,0,0,0,0,3,0,0,0,0,7
SSC10855,11,4,9,6,3,5,8,5,0,47
SSC10856,114,84,134,61,118,76,76,81,21,768
SSC10857,4,17,10,3,6,0,7,6,0,67
SSC10858,14,3,0,0,3,0,0,0,0,20
SSC10859,72,45,83,31,89,28,29,35,0,416
SSC10860,9,0,0,0,0,0,0,3,0,15
SSC10861,8,6,3,0,6,3,0,9,0,28
SSC10862,209,362,267,206,241,191,91,159,18,1746
SSC10863,43,34,41,13,37,12,14,15,9,227
SSC10864,15,23,11,7,3,6,3,13,0,73
SSC10865,384,584,528,263,593,372,280,283,67,3355
SSC10866,61,43,67,23,75,35,36,41,16,388
SSC10867,10,7,9,4,4,5,0,3,0,52
SSC10868,0,0,0,0,0,0,0,7,0,8
SSC10869,0,3,0,0,0,0,0,0,0,3
SSC10870,25,31,22,12,10,7,13,22,4,143
SSC10871,13,10,12,4,13,6,11,14,0,90
SSC10872,0,0,0,0,0,0,0,0,0,0
SSC10873,288,569,86,131,178,105,30,35,26,1448
SSC10874,3,0,6,8,0,0,0,0,0,16
SSC10875,3,4,5,3,3,0,0,0,0,20
SSC10876,39,24,24,10,17,17,16,14,3,157
SSC10877,29,27,15,9,10,20,9,18,3,133
SSC10878,457,536,828,637,463,587,620,771,94,4995
SSC10879,0,0,0,0,0,0,0,0,0,0
SSC10880,50,83,140,109,104,100,74,110,20,783
SSC10881,6,3,0,3,0,0,0,3,0,21
SSC10882,10,6,3,0,3,0,3,3,0,21
SSC10883,0,3,4,3,0,8,6,11,3,31
SSC10884,0,15,0,58,9,26,3,23,0,131
SSC10885,652,1554,911,745,909,628,278,457,82,6218
SSC10886,9,11,3,0,0,3,0,0,0,22
SSC10887,7,16,6,11,5,3,3,8,3,66
SSC10888,4,0,0,0,0,0,0,3,0,10
SSC10889,82,105,178,152,117,101,118,139,21,1013
SSC10890,4,0,0,0,0,0,0,3,0,10
SSC10891,11,5,8,11,9,3,3,4,0,51
SSC10892,1886,4419,882,905,1411,1082,193,573,265,11627
SSC10893,153,294,43,48,92,52,4,25,22,736
SSC10894,26,6,7,6,10,12,3,5,0,82
SSC10895,6,10,7,6,8,0,0,4,0,50
SSC10896,219,468,69,81,153,76,14,35,12,1128
SSC10897,15,8,0,3,0,0,0,0,0,23
SSC10898,1596,3283,690,673,1548,837,199,387,132,9350
SSC10899,343,673,662,503,676,413,479,549,129,4430
SSC10900,5,0,0,0,0,0,0,0,0,11
SSC10901,199,291,182,169,304,143,74,90,24,1486
SSC10902,0,0,0,0,0,0,0,0,0,3
SSC10903,18,32,11,8,24,8,4,13,3,116
SSC10904,18,8,10,3,5,13,5,16,3,78
SSC10905,43,30,84,52,39,46,35,96,8,437
SSC10906,0,0,0,3,0,3,0,0,0,11
SSC10907,487,1376,331,467,411,397,61,262,73,3864
SSC10908,567,852,586,383,765,392,330,308,77,4267
SSC10909,88,159,146,57,145,73,53,58,9,792
SSC10910,376,597,113,88,221,150,23,42,38,1638
SSC10911,87,131,161,111,158,99,66,116,27,954
SSC10912,55,64,95,54,55,59,38,44,3,474
SSC10913,0,3,0,0,0,0,0,0,0,3
SSC10914,0,0,0,0,0,0,0,0,0,0
SSC10915,112,151,43,30,68,42,7,10,15,478
SSC10916,4,3,13,7,3,10,5,3,0,52
SSC10917,7,0,0,0,0,0,0,3,0,14
SSC10918,241,382,368,275,470,260,260,225,52,2531
SSC10919,3,15,18,9,21,0,8,7,0,83
SSC10920,96,121,200,91,129,74,93,95,14,907
SSC10921,7,10,16,0,14,3,8,4,3,61
SSC10922,45,45,34,24,34,27,10,28,3,255
SSC10923,78,107,34,24,46,22,3,10,6,341
SSC10924,10,22,33,66,28,28,96,118,16,410
SSC10925,3,16,9,5,10,8,3,3,0,67
SSC10926,8,8,0,0,0,0,0,3,0,16
SSC10927,0,0,0,0,0,0,3,0,0,3
SSC10928,74,131,91,53,131,70,47,44,16,657
SSC10929,15,16,24,17,15,11,11,6,3,110
SSC10930,0,0,0,3,0,0,3,0,0,10
SSC10931,0,3,0,4,0,0,0,0,0,11
SSC10932,18,36,55,50,29,33,39,45,3,303
SSC10933,0,12,0,3,0,0,0,0,0,16
SSC10934,56,114,62,45,63,34,19,29,0,425
SSC10935,206,270,37,55,95,84,3,20,12,776
SSC10936,16,18,16,18,26,9,9,9,4,131
SSC10937,0,0,0,0,0,0,0,3,0,4
SSC10938,546,1093,181,231,270,187,38,60,36,2635
SSC10939,60,117,58,40,47,39,18,52,3,419
SSC10940,12,11,7,13,11,3,3,12,3,72
SSC10941,3,0,0,0,3,0,0,0,0,3
SSC10942,3,7,8,4,7,3,6,3,0,44
SSC10943,108,224,111,75,130,72,31,44,11,815
SSC10944,23,39,16,8,3,0,0,3,0,102
SSC10945,8,3,5,0,8,0,5,4,0,26
SSC10946,0,4,0,0,0,0,0,0,0,9
SSC10947,24,12,16,10,13,7,4,12,3,94
SSC10948,4,3,6,3,3,5,0,3,0,24
SSC10949,182,225,359,176,169,104,331,182,27,1755
SSC10950,6,0,0,0,0,0,0,7,0,11
SSC10951,42,35,41,44,31,29,17,33,9,271
SSC10952,8,0,3,0,0,0,3,0,0,14
SSC10953,26,7,4,3,4,0,0,10,0,51
SSC10954,192,187,160,97,167,92,77,51,13,1039
SSC10955,7,3,5,0,0,0,0,0,0,14
SSC10956,0,0,0,0,0,0,0,3,0,9
SSC10957,3,3,8,3,3,3,0,3,0,26
SSC10958,10,9,16,13,6,9,3,12,0,83
SSC10959,1099,1835,1339,1321,1347,1222,484,1275,176,10093
SSC10960,0,0,0,0,0,0,0,0,0,0
SSC10961,0,3,0,0,0,0,0,3,0,6
SSC10962,0,5,3,4,4,0,0,0,0,17
SSC10963,0,0,4,0,0,9,0,0,0,24
SSC10964,236,71,56,49,67,19,53,84,15,649
SSC10965,169,316,118,79,179,77,59,48,6,1050
SSC10966,98,235,70,58,66,41,7,45,11,637
SSC10967,9,5,3,3,3,0,0,0,0,24
SSC10968,19,12,8,7,12,0,0,6,0,70
SSC10969,58,38,8,31,17,6,20,30,3,211
SSC10970,767,1161,524,435,600,409,123,192,70,4268
SSC10971,434,573,334,235,395,214,80,137,30,2436
SSC10972,30,27,24,18,18,7,3,15,3,156
SSC10973,13,6,10,5,3,8,5,0,0,55
SSC10974,16,0,0,0,7,0,0,4,0,27
SSC10975,60,9,13,0,9,8,3,13,0,105
SSC10976,22,17,15,3,14,6,15,16,3,108
SSC10977,4,3,0,3,0,3,0,3,0,25
SSC10978,19,9,8,0,3,0,3,9,0,55
SSC10979,40,32,37,26,20,21,10,41,3,229
SSC10980,0,0,0,0,0,0,0,0,0,0
SSC10981,4,0,0,0,0,0,0,4,0,8
SSC10982,0,0,0,0,0,0,0,0,0,0
SSC10983,6,3,7,6,3,0,3,9,0,36
SSC10984,13,12,32,7,14,10,18,23,3,128
SSC10985,77,102,141,101,87,76,58,101,14,749
SSC10986,0,0,0,0,0,0,0,0,0,0
SSC10987,259,356,489,388,667,321,598,484,82,3641
SSC10988,3,0,0,0,0,0,0,0,0,5
SSC10989,31,3,3,3,3,0,3,0,0,51
SSC10990,16,3,0,0,0,0,0,3,3,35
SSC10991,4,0,0,0,3,0,0,0,0,3
SSC10992,77,17,15,15,22,4,10,27,6,192
SSC10993,33,9,3,3,5,0,0,15,0,69
SSC10994,0,0,0,3,0,0,0,0,0,8
SSC10995,4,4,3,0,0,0,0,3,0,14
SSC10996,333,663,218,183,322,163,53,84,18,2044
SSC10997,13,5,0,0,3,0,0,7,0,23
SSC10998,15,13,3,0,9,0,5,15,0,53
SSC10999,1186,2025,698,512,1175,683,214,375,129,7002
SSC11000,443,879,280,227,454,251,87,149,42,2823
SSC11001,477,764,633,429,676,449,375,466,104,4380
SSC11002,283,178,184,168,132,107,144,155,30,1381
SSC11003,16,14,32,13,14,12,12,21,0,132
SSC11004,0,0,0,0,0,0,0,0,0,3
SSC11005,20,18,27,8,21,9,6,16,4,131
SSC11006,19,30,22,20,13,15,16,10,0,147
SSC11007,20,8,8,6,10,3,7,19,0,83
SSC11008,8,26,17,7,9,9,4,10,0,90
SSC11009,10,3,0,0,0,0,0,0,0,9
SSC11010,81,211,130,110,138,97,56,98,11,922
SSC11011,9,16,13,11,9,8,6,10,0,84
SSC11012,15,26,26,18,17,12,7,11,0,124
SSC11013,245,393,124,99,239,155,56,48,21,1387
SSC11014,188,443,207,151,292,140,113,151,33,1714
SSC11015,1612,3723,760,789,1115,627,136,275,160,9193
SSC11016,15,7,7,0,0,9,8,8,0,58
SSC11017,15,5,4,3,0,3,3,0,0,36
SSC11018,18,16,39,27,13,24,32,29,3,202
SSC11019,213,829,195,246,208,146,41,81,32,1990
SSC11020,14,5,4,0,0,0,0,3,0,26
SSC11021,14,0,3,0,0,4,3,3,0,27
SSC11022,45,11,8,4,5,5,3,21,0,109
SSC11023,26,12,25,15,6,8,4,17,0,112
SSC11024,137,72,68,48,40,38,40,72,12,520
SSC11025,149,153,117,116,105,83,71,92,13,902
SSC11026,40,31,28,13,17,14,11,19,3,173
SSC11027,0,0,0,0,0,0,0,0,0,0
SSC11028,30,12,0,3,7,0,0,9,0,63
SSC11029,0,0,0,0,0,0,0,0,0,0
SSC11030,0,0,0,0,3,0,0,0,0,7
SSC11031,8,12,7,0,6,0,0,5,0,42
SSC11032,21,9,25,19,10,11,9,16,9,128
SSC11033,16,3,3,7,11,0,3,0,0,45
SSC11034,0,4,0,0,0,0,0,0,0,3
SSC11035,0,0,0,0,0,0,0,0,0,0
SSC11036,342,473,397,391,368,330,182,335,49,2866
SSC11037,6,7,10,3,5,3,0,3,0,36
SSC11038,14,10,29,17,7,16,9,22,4,129
SSC11039,7,0,0,0,0,0,0,0,0,10
SSC11040,0,0,0,0,0,0,3,3,0,10
SSC11041,68,32,34,27,35,30,33,46,3,313
SSC11042,3,0,0,0,0,0,0,0,0,10
SSC11043,130,189,147,182,121,105,71,137,17,1097
SSC11044,163,128,115,134,119,65,64,138,24,955
SSC11045,0,0,0,0,0,0,0,0,0,3
SSC11046,21,29,21,22,17,12,7,10,0,137
SSC11047,25,20,36,24,14,16,25,29,0,192
SSC11048,11,12,11,4,14,13,9,9,0,80
SSC11049,36,15,7,11,8,11,3,6,0,101
SSC11050,6,0,0,0,0,0,0,5,0,7
SSC11051,41,61,16,22,14,14,3,11,8,196
SSC11052,171,477,369,221,277,167,157,258,35,2139
SSC11053,313,370,356,301,283,211,178,442,40,2490
SSC11054,13,0,3,4,5,4,3,3,7,52
SSC11055,15,5,12,3,7,0,12,8,0,51
