SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL10295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10296,0,0,3,0,0,0,0,4,0,12,18,9,12,6,10,7,6,6,0,76
SAL10297,19,25,16,22,15,15,12,7,0,124,543,286,179,320,401,355,283,105,20,2500
SAL10298,0,0,0,0,5,0,3,0,0,12,37,23,21,21,16,43,45,23,9,225
SAL10299,119,81,126,94,92,69,33,21,11,652,1363,1139,1583,1116,1139,1141,763,346,169,8757
SAL10300,0,0,6,0,3,4,0,0,3,9,9,15,9,11,20,20,15,4,3,104
SAL10301,44,39,48,22,19,29,18,13,7,230,550,349,537,383,359,367,349,290,76,3267
SAL10302,0,0,0,0,4,0,0,0,0,10,30,12,11,16,25,40,35,11,0,180
SAL10303,172,84,88,89,95,82,47,34,28,721,1477,947,973,920,990,1068,765,432,220,7798
SAL10304,152,96,67,79,75,84,52,74,60,737,1892,1091,1252,1163,976,1092,824,457,213,8951
SAL10305,22,133,392,351,182,62,31,14,0,1198,188,247,516,465,307,224,142,56,8,2149
SAL10306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10307,40,12,24,17,20,27,32,22,10,193,245,120,132,148,195,343,415,203,72,1865
SAL10308,39,37,10,32,25,23,23,8,4,205,1005,633,343,621,781,671,395,251,55,4762
SAL10309,49,39,10,23,38,25,11,12,5,228,1141,659,320,754,900,602,563,268,75,5286
SAL10310,0,0,3,0,0,0,0,6,0,18,15,11,12,12,28,40,29,21,0,169
SAL10311,9,10,0,0,18,0,0,0,0,32,72,52,62,50,65,70,64,39,11,486
SAL10312,0,0,8,0,6,11,14,3,0,45,36,20,25,16,43,81,69,35,9,333
SAL10313,0,0,0,0,0,5,0,0,0,7,13,11,7,5,14,16,11,11,6,87
SAL10314,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,4,5,9,0,33
SAL10315,15,24,18,12,19,21,11,10,5,139,224,136,135,145,176,215,163,77,36,1300
SAL10316,5,0,0,3,0,0,0,0,0,12,11,6,7,4,0,8,0,4,0,39
SAL10317,23,16,13,3,15,17,17,10,7,127,173,118,99,102,137,196,225,137,70,1264
SAL10318,6,0,3,4,3,4,8,0,0,28,26,20,24,20,28,42,23,25,6,212
SAL10319,17,13,8,9,16,20,16,18,0,119,123,70,45,72,126,139,142,83,18,813
SAL10320,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,8,5,4,0,30
SAL10321,27,23,20,23,36,35,35,24,13,229,449,202,207,288,316,442,551,415,237,3098
SAL10322,0,0,0,0,0,0,0,0,0,3,15,14,8,14,14,4,14,8,0,82
SAL10323,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,9,6,8,0,29
SAL10324,4,0,0,4,0,0,3,0,0,15,13,15,14,10,19,33,38,30,4,182
SAL10325,0,5,0,4,4,0,0,0,0,15,15,11,8,10,8,10,4,0,0,65
SAL10326,5,3,0,0,3,0,0,0,0,17,23,14,11,3,13,24,21,10,0,117
SAL10327,0,0,0,0,0,0,6,0,0,9,14,12,13,12,22,38,27,9,0,137
SAL10328,4,6,0,3,5,5,0,5,0,18,4,6,0,4,11,12,5,0,0,45
SAL10329,37,11,22,22,29,18,15,30,54,240,481,300,270,358,375,298,212,188,155,2646
SAL10330,100,70,96,87,100,79,57,36,21,641,1734,1212,1431,1448,1329,1360,1079,582,298,10483
SAL10331,0,0,0,0,0,0,0,0,0,0,13,4,13,11,13,11,12,6,3,80
SAL10332,20,3,9,11,10,9,9,0,0,72,107,34,66,59,71,97,75,14,4,528
SAL10333,283,170,182,194,154,130,140,128,144,1530,3530,2298,2515,2733,2453,2277,1855,1181,798,19646
SAL10334,58,26,30,54,28,29,28,31,16,290,751,470,487,593,577,504,405,338,150,4281
SAL10335,10,4,6,0,3,0,0,0,0,20,21,12,11,13,18,10,9,0,0,84
SAL10336,0,0,0,0,0,0,0,0,0,4,14,6,0,11,15,18,13,6,0,82
SAL10337,6,0,3,0,5,0,0,6,0,23,37,4,11,16,17,18,4,16,0,123
SAL10338,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,8,7,3,0,32
SAL10339,242,116,115,94,66,57,26,10,6,727,1128,661,566,429,468,452,338,131,24,4202
SAL10340,0,0,0,0,0,0,0,0,0,10,9,8,8,9,11,26,18,13,3,104
SAL10341,3,6,4,0,6,3,4,3,0,27,7,7,9,10,14,16,5,9,0,78
SAL10342,0,0,0,0,0,0,0,0,0,0,12,4,7,13,8,9,3,5,0,61
SAL10343,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,4,0,16
SAL10344,0,4,0,0,3,4,0,0,0,11,25,25,9,4,22,24,14,11,5,135
SAL10345,0,0,0,0,0,5,9,5,0,29,34,17,21,23,28,67,54,26,4,268
SAL10346,4,6,0,4,4,9,3,0,0,41,75,45,35,60,62,68,58,31,10,441
SAL10347,60,25,44,49,44,38,28,10,10,299,602,332,391,435,436,508,478,200,107,3491
SAL10348,4,11,5,0,18,5,21,0,4,75,103,67,79,54,91,97,60,25,8,586
SAL10349,4,0,0,4,0,0,5,0,0,11,36,22,7,22,37,42,48,32,5,251
SAL10350,36,22,14,17,28,16,26,6,3,181,732,406,190,406,571,548,462,261,70,3650
SAL10351,0,0,0,0,5,0,0,0,0,4,3,5,6,0,6,8,4,0,0,31
SAL10352,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
SAL10353,6,0,0,0,4,4,0,4,0,24,16,10,10,12,18,19,22,11,4,117
SAL10354,13,0,4,12,7,5,7,4,0,57,53,11,30,45,39,42,35,7,4,261
SAL10355,4,0,0,3,0,0,3,0,0,20,11,9,6,7,15,15,13,4,3,79
SAL10356,4,0,0,0,3,0,0,0,0,12,40,18,15,25,32,41,26,3,0,196
SAL10357,17,6,4,12,18,15,3,6,0,69,111,65,40,61,122,118,80,35,9,653
SAL10358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10359,0,5,0,0,0,0,0,0,0,3,19,8,0,10,14,12,12,6,4,71
SAL10360,0,0,0,0,0,4,3,0,0,13,25,11,7,18,14,17,13,6,0,113
SAL10361,17,4,4,14,0,6,10,0,0,63,106,43,44,73,68,90,66,39,11,550
SAL10362,10,3,3,4,6,5,12,6,0,41,66,22,26,33,21,54,46,14,6,291
SAL10363,0,0,0,3,0,8,0,0,0,10,0,0,0,3,0,10,16,4,0,32
SAL10364,14,11,0,6,9,15,28,12,8,98,149,96,64,93,129,211,286,198,87,1318
SAL10365,0,5,0,0,0,0,4,0,0,11,0,6,0,0,13,10,6,4,0,39
SAL10366,0,0,0,3,3,15,5,0,0,23,14,14,5,14,19,59,41,24,3,205
SAL10367,0,7,0,0,0,4,0,0,0,11,5,8,4,3,0,13,0,5,0,36
SAL10368,8,0,5,4,9,3,0,0,6,30,36,8,27,14,16,17,12,10,6,159
SAL10369,9,5,0,0,3,11,9,6,4,38,61,38,22,32,46,72,46,21,10,339
SAL10370,7,0,0,9,0,3,0,0,0,22,48,22,27,31,24,33,19,5,7,223
SAL10371,9,11,8,12,16,13,18,4,0,93,87,60,51,56,84,121,146,53,6,658
SAL10372,3,0,0,0,0,0,0,0,0,13,35,9,7,22,12,21,17,5,0,122
SAL10373,24,22,21,22,32,38,21,4,5,188,565,269,302,435,518,484,425,196,37,3228
SAL10374,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,12,8,4,0,34
SAL10375,0,0,0,0,0,4,0,0,0,5,10,6,5,14,8,10,7,3,0,59
SAL10376,30,68,56,21,16,20,15,7,4,230,336,703,618,285,218,195,113,70,48,2598
SAL10377,0,0,0,0,0,0,0,0,0,3,10,3,0,6,9,9,12,3,0,45
SAL10378,66,49,28,41,31,30,22,0,3,278,643,482,464,408,407,448,270,130,78,3331
SAL10379,3,0,4,0,0,4,5,0,0,19,47,22,13,23,28,30,32,11,0,218
SAL10380,0,0,4,0,0,0,4,0,0,15,28,8,21,13,23,28,27,10,4,163
SAL10381,0,0,0,0,0,3,0,0,0,0,4,9,0,4,6,17,9,5,0,47
SAL10382,0,0,0,0,0,0,0,0,0,0,11,0,4,7,0,0,0,0,0,16
SAL10383,0,5,5,4,0,9,7,3,0,34,93,55,46,52,83,152,260,202,46,972
SAL10384,3,0,6,0,8,5,3,0,5,35,87,77,32,48,92,74,73,23,3,516
SAL10385,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,11
SAL10386,3,5,3,5,8,0,0,0,0,38,45,37,30,35,55,46,36,17,7,291
SAL10387,0,5,6,0,0,8,0,0,0,18,46,31,19,26,39,22,34,9,0,230
SAL10388,5,0,6,8,9,5,12,3,0,49,48,3,29,27,24,31,39,19,4,227
SAL10389,24,31,17,17,29,24,24,16,3,177,478,334,337,290,315,374,395,212,74,2812
SAL10390,32,30,35,24,29,32,31,13,9,221,533,442,370,352,507,451,404,173,58,3291
SAL10391,212,101,104,91,68,35,29,17,0,659,933,528,499,419,419,356,257,165,17,3586
SAL10392,75,41,35,41,73,61,63,37,9,418,642,293,369,505,639,849,814,453,108,4672
SAL10393,0,0,0,0,0,0,0,0,0,3,3,0,4,5,0,0,7,0,0,22
SAL10394,0,0,0,4,0,5,3,4,0,27,15,14,17,6,24,52,43,6,9,178
SAL10395,23,24,13,10,19,21,34,13,6,161,254,225,142,176,256,308,292,171,62,1881
SAL10396,894,613,854,683,489,392,224,178,98,4423,9832,6669,9334,8093,5603,4929,3463,2069,960,50961
SAL10397,7,3,4,9,10,12,5,0,0,51,20,11,15,10,22,24,16,7,0,128
SAL10398,36,24,22,17,15,22,18,17,3,170,313,195,219,235,267,267,235,170,45,1941
SAL10399,45,37,19,18,19,25,7,3,0,186,478,461,319,386,406,378,222,62,15,2725
SAL10400,12,9,6,8,6,6,3,0,0,49,96,52,63,49,41,52,32,14,4,409
SAL10401,0,4,0,0,0,0,0,4,0,5,23,21,9,15,15,29,7,15,0,132
SAL10402,73,66,36,57,60,50,38,44,66,490,1172,910,613,768,921,914,677,400,282,6652
SAL10403,6,0,0,3,4,0,0,3,0,14,19,12,12,5,21,6,9,7,0,92
SAL10404,7,0,0,10,0,0,0,0,0,20,24,3,5,6,5,10,0,0,0,61
SAL10405,4,4,3,3,5,4,3,3,0,35,21,16,21,21,29,38,30,20,5,205
SAL10406,107,40,48,59,41,49,49,15,15,414,1508,836,772,1026,947,926,896,421,106,7434
SAL10407,0,0,0,3,0,9,4,0,0,18,16,9,0,14,17,29,24,5,0,113
SAL10408,6,3,3,3,6,3,0,0,0,29,122,86,50,77,78,95,50,22,7,589
SAL10409,62,39,21,28,29,35,29,11,11,255,715,418,435,343,380,465,371,225,95,3448
SAL10410,101,73,78,59,43,51,20,10,0,435,1434,845,1092,837,732,729,373,141,41,6220
SAL10411,6,0,9,0,0,6,0,0,0,23,50,20,24,29,20,19,10,13,3,192
SAL10412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10413,8,14,8,8,7,18,14,8,3,77,121,99,118,100,137,185,184,81,41,1060
SAL10414,122,79,53,61,63,52,28,20,6,484,1545,882,977,798,829,661,472,328,75,6563
SAL10415,0,0,4,0,3,13,8,5,0,39,16,12,17,12,20,64,46,11,0,210
SAL10416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10417,0,0,0,0,0,0,0,0,0,0,7,0,3,5,6,3,0,3,0,25
SAL10418,3,0,3,6,0,0,0,0,0,16,25,7,10,13,13,6,5,0,0,81
SAL10419,0,4,0,0,0,3,17,4,0,29,20,18,11,15,19,42,77,38,12,242
SAL10420,27,21,10,16,34,16,20,10,0,151,303,204,138,170,295,262,261,103,21,1770
SAL10421,95,50,48,46,32,47,26,14,3,361,1041,571,611,607,667,686,656,349,112,5304
SAL10422,3,3,0,0,4,0,0,0,0,13,19,12,8,19,15,0,3,0,0,79
SAL10423,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,4,0,0,19
SAL10424,6,4,9,0,9,6,9,7,0,56,173,115,69,99,147,166,147,54,21,993
SAL10425,0,6,0,0,0,0,0,0,0,4,4,7,0,5,6,7,3,0,0,30
SAL10426,3,0,6,0,3,0,0,0,0,15,18,7,7,17,20,35,27,7,3,141
SAL10427,0,3,0,0,4,3,0,0,0,14,23,10,10,14,13,19,21,5,6,119
SAL10428,5,9,0,3,12,6,12,11,0,67,74,65,43,53,79,104,155,80,15,662
SAL10429,0,0,0,0,3,0,0,0,0,0,9,4,0,5,4,3,3,0,0,27
SAL10430,0,0,0,0,3,0,0,0,0,0,8,0,0,4,3,0,0,0,0,16
SAL10431,4,0,0,0,4,9,5,0,0,18,23,9,6,21,22,20,25,12,0,132
SAL10432,0,0,0,0,0,3,3,0,0,7,10,11,9,7,12,12,10,0,0,60
SAL10433,18,13,5,17,16,15,17,6,0,99,101,84,60,82,106,146,160,64,5,808
SAL10434,0,0,0,0,4,0,0,0,0,8,14,3,14,4,6,17,8,7,3,74
SAL10435,0,0,0,0,0,0,0,0,0,3,19,14,8,9,14,14,7,3,0,89
SAL10436,0,0,0,0,0,0,0,0,0,0,10,3,4,8,3,8,0,0,0,44
SAL10437,10,0,7,3,10,4,4,0,0,41,67,20,35,27,37,30,33,21,5,269
SAL10438,69,32,44,43,56,52,23,11,16,343,696,331,355,454,451,522,301,144,66,3313
SAL10439,6,7,0,0,0,5,3,0,0,23,8,9,5,5,14,14,12,7,4,82
SAL10440,65,50,31,38,48,49,29,9,0,322,226,158,108,118,140,143,92,33,9,1022
SAL10441,21,19,13,25,29,22,27,6,8,181,217,137,142,132,157,139,138,101,50,1203
SAL10442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10443,7,11,3,9,16,12,5,0,0,63,33,32,21,25,42,38,18,0,0,214
SAL10444,3,3,0,0,0,0,3,0,0,17,11,13,0,9,7,13,19,0,4,83
SAL10445,0,0,0,0,0,0,0,0,0,3,7,0,0,3,6,6,6,10,4,31
SAL10446,0,0,0,0,0,0,5,0,0,10,5,7,3,3,6,19,22,3,0,74
SAL10447,4,0,0,0,0,6,0,0,0,11,15,8,5,11,9,25,15,3,0,94
SAL10448,45,27,21,22,26,13,12,15,6,181,385,257,240,220,250,280,206,218,69,2124
SAL10449,37,13,7,14,15,16,6,0,0,110,284,145,140,167,158,190,157,97,15,1350
SAL10450,63,34,23,35,24,23,14,4,0,229,850,422,332,516,477,376,280,153,29,3436
SAL10451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10452,150,80,78,70,86,53,48,31,9,608,1117,706,795,701,758,856,970,612,220,6738
SAL10453,0,0,0,0,5,0,0,0,0,11,4,4,0,5,5,11,0,0,0,24
SAL10454,29,14,16,10,17,24,19,17,3,147,235,123,138,146,160,184,212,127,49,1372
SAL10455,0,0,0,0,4,4,4,8,0,24,29,12,7,6,30,17,21,10,0,142
SAL10456,9,3,0,3,6,6,4,0,0,33,128,33,39,74,78,68,49,20,9,504
SAL10457,0,0,0,0,3,0,4,0,0,9,26,26,21,21,35,13,20,3,4,175
SAL10458,4,4,0,3,12,4,4,0,0,32,40,42,14,28,54,43,57,18,9,291
SAL10459,0,3,0,0,7,4,0,0,0,13,5,11,3,5,9,9,7,4,0,52
SAL10460,0,0,0,0,0,0,0,3,0,3,6,7,6,3,3,6,0,6,0,40
SAL10461,6,5,0,3,8,3,5,5,3,26,38,15,20,22,49,88,65,38,8,338
SAL10462,92,70,300,166,82,58,44,55,14,879,1327,796,3365,1836,1085,737,626,463,185,10411
SAL10463,95,76,355,166,106,85,53,36,49,1017,1259,804,4148,2213,1274,809,534,317,152,11513
SAL10464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10465,76,104,293,156,86,78,75,60,34,957,1266,924,2879,1767,1107,859,773,532,255,10361
SAL10466,65,40,32,26,32,34,31,15,0,268,751,455,463,467,454,522,521,347,85,4066
SAL10467,16,15,4,21,19,16,17,4,0,114,421,254,154,310,327,307,309,136,23,2238
SAL10468,30,27,12,27,31,21,23,18,5,198,444,331,173,298,441,488,493,310,68,3045
SAL10469,196,127,107,100,85,99,62,23,7,796,1872,1399,1260,1219,1231,1335,927,361,187,9785
SAL10470,105,82,66,65,57,66,41,16,6,509,1283,1109,1012,803,970,1055,780,274,85,7369
SAL10471,0,0,0,4,4,0,4,6,0,32,22,9,6,9,25,22,20,13,0,133
SAL10472,49,33,13,22,23,31,17,16,3,200,568,326,278,329,392,425,373,196,47,2939
SAL10473,0,0,0,3,0,4,0,0,0,12,16,9,15,12,19,30,17,15,0,130
SAL10474,8,3,5,6,0,5,6,4,0,28,35,16,8,13,18,18,7,17,0,130
SAL10475,20,7,4,19,16,14,19,14,5,126,205,86,106,194,142,196,265,216,45,1442
SAL10476,0,0,0,0,0,3,4,3,0,13,26,8,16,11,18,23,15,16,0,127
SAL10477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10479,5,5,0,5,3,0,0,0,0,10,8,13,3,9,13,17,17,4,0,85
SAL10480,13,17,14,22,12,15,14,10,0,117,281,181,246,209,185,210,168,122,28,1636
SAL10481,0,0,4,0,0,0,0,0,0,7,9,0,10,0,3,0,0,0,0,25
SAL10482,0,0,0,4,3,3,0,0,0,13,23,9,6,16,12,19,6,13,0,98
SAL10483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10484,6,0,0,0,0,0,0,0,0,8,34,16,12,18,15,15,5,4,0,116
SAL10485,0,3,3,4,12,5,3,0,0,40,82,30,28,50,69,79,61,20,0,423
SAL10486,5,0,0,3,0,4,0,0,0,9,31,0,9,19,9,13,7,0,0,88
SAL10487,11,11,7,13,8,11,12,12,0,82,39,31,22,19,30,24,27,18,5,207
SAL10488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,0,14
SAL10489,0,0,0,0,0,0,0,0,0,3,12,4,4,5,6,6,7,4,0,46
SAL10490,4,0,0,0,3,0,0,0,0,11,16,3,8,8,6,7,0,0,0,51
SAL10491,0,0,0,0,0,0,0,0,0,6,0,6,0,0,3,3,3,3,0,19
SAL10492,9,3,3,5,0,4,0,0,0,23,25,16,18,16,21,27,16,3,4,146
SAL10493,34,16,11,24,20,21,30,75,97,330,235,176,164,118,185,182,203,209,150,1623
SAL10494,17,5,6,9,7,9,8,0,0,50,94,52,52,45,80,69,47,21,4,457
SAL10495,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,3,3,4,0,27
SAL10496,3,0,0,0,0,0,0,0,0,6,6,0,0,8,0,5,0,0,0,24
SAL10497,0,0,0,0,0,3,0,0,0,14,9,7,10,9,5,15,3,10,0,71
SAL10498,0,0,0,0,0,0,0,0,0,3,0,6,0,6,3,4,8,3,0,20
SAL10499,23,20,22,16,9,0,0,0,0,101,459,308,421,268,139,63,52,24,3,1741
SAL10500,0,0,0,0,0,0,0,0,0,4,7,3,5,8,5,5,4,0,0,36
SAL10501,74,22,26,37,37,65,32,32,11,325,333,151,181,166,214,307,291,177,66,1888
SAL10502,4,0,5,0,4,0,0,0,0,12,17,15,12,10,18,45,34,17,3,174
SAL10503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10504,0,0,0,0,3,4,0,0,0,7,12,9,15,6,11,19,10,6,0,84
SAL10505,3,0,3,4,3,4,3,0,0,19,23,9,11,18,14,15,10,5,0,107
SAL10506,0,4,0,0,3,0,0,0,0,14,0,8,8,0,6,0,5,0,0,22
SAL10507,3,0,6,0,4,4,0,0,0,16,24,8,12,9,26,24,20,9,0,117
SAL10508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10509,0,0,0,0,0,0,0,0,0,0,16,10,12,15,18,12,5,7,0,93
SAL10510,5,0,0,3,4,6,5,0,0,22,44,18,18,22,24,43,26,8,6,204
SAL10511,5,7,8,5,3,5,8,3,4,38,93,60,36,47,74,68,66,20,8,476
SAL10512,0,0,0,0,6,8,0,0,0,17,10,10,7,10,21,26,3,4,0,97
SAL10513,267,170,111,171,181,137,126,62,29,1256,2733,2084,1797,1781,1917,2133,1784,887,380,15492
SAL10514,4,3,3,3,0,0,8,0,0,24,21,9,13,9,26,25,22,4,6,132
SAL10515,171,105,171,183,131,101,62,41,9,972,2482,1408,2116,2208,1856,1356,903,486,161,12960
SAL10516,3,0,6,3,8,0,0,0,0,18,36,6,15,27,17,10,5,6,0,131
SAL10517,0,0,0,0,0,0,0,0,0,0,6,3,4,0,11,11,3,3,0,42
SAL10518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
SAL10519,3,0,0,0,0,0,0,0,0,7,8,5,8,4,4,8,5,0,5,42
SAL10520,93,43,51,38,51,39,22,14,0,346,388,199,252,193,207,215,149,63,24,1699
SAL10521,42,25,21,18,24,33,7,4,9,190,734,367,423,432,419,346,268,92,50,3113
SAL10522,0,4,0,0,4,3,0,0,0,16,20,13,10,9,26,23,13,3,0,127
SAL10523,0,0,0,0,0,0,0,0,0,7,17,5,8,9,6,7,5,3,0,60
SAL10524,22,20,13,12,7,13,6,0,0,99,315,238,212,222,238,202,127,35,9,1606
SAL10525,0,0,0,4,0,0,0,0,0,6,22,16,5,14,14,10,8,14,0,106
SAL10526,30,17,21,12,14,8,7,7,0,106,349,229,214,221,225,200,114,48,18,1609
SAL10527,84,39,26,41,41,35,20,10,5,311,430,243,206,217,274,253,209,151,71,2049
SAL10528,0,0,0,0,0,0,4,0,0,4,8,0,0,4,5,7,4,0,0,21
SAL10529,0,0,0,0,5,0,7,5,0,13,27,8,6,15,18,29,31,9,0,139
SAL10530,0,0,0,0,0,0,0,0,0,0,10,3,5,0,6,4,6,3,0,41
SAL10531,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,17
SAL10532,0,0,0,0,0,0,0,0,0,6,25,13,9,15,17,26,12,0,0,115
SAL10533,15,4,11,8,3,4,13,4,0,66,106,68,64,72,97,83,84,38,6,619
SAL10534,102,66,28,52,83,84,106,91,91,702,1531,880,648,947,1291,1383,1820,1613,662,10764
SAL10535,29,35,7,13,18,42,12,8,4,172,218,154,96,103,140,200,145,75,23,1157
SAL10536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10537,69,26,69,66,33,22,13,3,0,289,1848,558,1328,1490,582,330,235,66,15,6450
SAL10538,12,3,0,5,3,6,0,3,0,31,49,35,16,34,40,39,37,14,7,259
SAL10539,3,0,4,0,0,3,3,0,0,10,12,5,11,5,7,20,16,3,0,75
SAL10540,236,125,102,109,103,75,49,37,7,839,2158,1147,1414,1314,1070,897,873,466,91,9433
SAL10541,0,0,0,0,0,4,0,0,0,8,5,5,10,5,7,18,10,0,0,64
SAL10542,8,8,9,7,14,5,9,0,5,52,238,92,171,157,104,79,76,36,12,966
SAL10543,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,7,0,16
SAL10544,30,13,19,22,29,31,27,22,0,198,275,128,163,183,216,248,243,212,56,1720
SAL10545,13,6,3,4,8,4,7,0,0,50,115,90,54,78,94,150,97,33,7,713
SAL10546,30,13,11,17,18,21,8,9,5,137,474,285,244,286,321,296,222,94,27,2255
SAL10547,0,0,5,5,0,0,6,0,0,20,49,32,29,25,34,43,54,13,9,284
SAL10548,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,3,0,0,18
SAL10549,22,16,7,14,7,7,4,3,3,86,160,104,77,93,95,119,92,58,17,822
SAL10550,10,4,0,0,0,3,0,0,0,17,28,8,4,16,16,33,22,4,0,119
SAL10551,6,0,0,7,4,5,7,0,0,31,37,19,15,23,26,36,25,18,4,208
SAL10552,0,0,0,0,0,0,0,0,0,5,22,14,7,13,15,19,9,5,0,107
SAL10553,0,0,0,0,0,0,3,0,0,5,0,6,0,0,15,9,7,4,0,44
SAL10554,50,18,33,53,31,38,35,19,4,286,592,282,604,718,630,671,693,403,93,4678
SAL10555,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,9
SAL10556,7,8,8,5,9,4,0,5,0,49,80,42,47,34,71,69,27,15,5,392
SAL10557,3,0,0,4,0,3,0,0,0,13,19,5,7,11,3,18,14,0,0,85
SAL10558,0,0,3,0,0,0,7,0,0,16,28,15,20,14,11,15,15,3,0,124
SAL10559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,24
SAL10560,25,24,28,12,25,21,12,0,4,143,202,123,156,82,117,141,61,30,14,931
SAL10561,0,0,0,0,3,0,0,0,0,11,31,22,14,14,21,16,15,12,3,151
SAL10562,4,0,0,0,0,0,0,0,0,3,8,4,5,0,0,0,4,3,0,19
SAL10563,5,0,5,0,0,3,0,0,0,12,27,11,16,12,18,25,26,10,0,144
SAL10564,0,0,0,0,0,5,0,0,0,10,60,18,26,42,34,39,19,11,3,242
SAL10565,5,3,0,3,4,4,0,0,0,26,67,38,22,36,54,61,36,13,0,322
SAL10566,120,71,97,137,135,93,64,61,28,807,1175,757,1107,1299,1209,1046,895,610,235,8336
SAL10567,8,5,8,6,8,10,15,5,0,61,129,84,71,80,122,142,140,77,18,875
SAL10568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10569,4,0,0,0,0,0,0,0,4,8,13,4,11,5,8,13,15,7,4,75
SAL10570,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,13,0,0,24
SAL10571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10572,47,46,31,40,33,38,23,13,5,278,396,384,258,252,329,355,308,120,42,2433
SAL10573,4,0,4,0,0,0,0,0,0,3,11,5,5,3,9,10,6,5,0,48
SAL10574,3,3,0,3,0,0,3,5,0,22,19,29,8,15,19,29,27,3,0,147
SAL10575,20,27,42,19,19,12,5,0,3,148,244,256,351,240,196,187,134,52,27,1688
SAL10576,6,0,5,0,0,0,0,0,0,14,24,8,10,16,14,33,28,6,0,148
SAL10577,16,6,0,11,14,18,11,0,0,79,112,44,49,82,99,125,111,46,8,670
SAL10578,4,0,4,0,8,8,3,0,0,22,6,6,7,0,10,19,13,0,0,63
SAL10579,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,12
SAL10580,11,6,4,5,3,10,3,3,0,43,60,34,26,31,50,47,37,19,0,308
SAL10581,6,8,6,5,7,8,4,4,0,55,30,40,16,28,39,31,21,4,0,218
SAL10582,0,0,0,6,0,0,0,0,0,8,16,12,5,4,11,0,3,0,0,51
SAL10583,0,0,0,0,0,0,0,0,0,4,6,6,3,10,5,9,9,3,3,56
SAL10584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4
SAL10585,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,11,15,0,0,49
SAL10586,10,8,4,3,6,13,14,3,0,59,80,52,46,47,77,129,118,29,6,581
SAL10587,0,4,8,6,6,3,4,6,0,37,106,50,47,85,90,79,84,22,0,557
SAL10588,14,0,7,12,12,5,5,0,0,57,73,22,43,77,50,42,69,9,0,385
SAL10589,423,279,277,264,242,224,170,134,124,2136,3015,1877,2187,1901,2030,2586,2238,1281,592,17706
