SA2_MAINCODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
105031101,5785,6465,12252,464,502,965,771,832,1600,18,23,39,41,53,99,17,14,31,7,15,22,0,3,4,0,0,0,8,8,10,0,0,0,860,942,1808,62,73,141,23,14,36,1411,1540,2945,696,792,1492,7893,8797,16696
105031102,3056,3219,6275,156,167,327,458,518,969,13,8,23,24,26,51,0,0,4,4,5,11,3,0,3,3,9,7,0,0,4,0,0,0,509,571,1081,26,27,49,11,11,20,704,775,1480,428,450,875,4193,4441,8628
105031103,2374,2183,4556,31,33,59,159,163,321,0,3,3,9,17,25,0,0,0,6,7,12,0,0,0,3,4,10,3,0,3,0,0,0,177,196,367,5,4,6,9,3,6,212,231,443,289,272,565,2876,2695,5565
105031104,1708,1773,3477,112,107,216,91,84,169,0,3,3,6,9,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,105,101,202,7,10,21,8,5,12,229,225,450,207,188,398,2145,2183,4327
105031105,2554,2486,5042,170,209,383,117,138,256,0,0,0,13,14,27,0,0,0,3,3,6,0,0,0,0,3,3,0,0,0,0,0,0,131,160,298,6,11,14,7,5,9,315,394,705,359,353,714,3227,3226,6455
105031106,3011,3085,6097,203,239,448,178,191,375,3,7,7,12,17,32,3,3,3,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,205,223,424,12,13,20,7,6,12,426,485,905,1118,601,1723,4550,4175,8727
106011107,3989,3867,7856,199,236,436,386,421,804,3,8,12,19,21,41,0,0,0,13,12,24,0,0,0,0,4,3,0,3,3,0,0,0,426,461,887,13,20,29,9,6,16,648,725,1367,375,384,764,5016,4980,9990
106011108,7758,8422,16186,606,711,1319,696,708,1399,11,10,16,42,40,87,3,4,9,8,9,19,0,7,9,0,0,3,5,4,13,0,0,0,769,785,1551,16,13,34,30,42,68,1422,1549,2973,1623,933,2553,10804,10904,21701
106011109,3055,3099,6153,66,62,126,279,316,598,0,0,3,3,3,12,3,3,5,4,0,4,0,0,0,0,3,6,0,0,0,0,0,0,290,329,620,8,9,14,3,4,10,369,402,770,469,475,950,3900,3976,7873
106011110,3639,3618,7257,152,156,306,278,295,572,3,8,10,7,8,13,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,301,317,613,4,8,7,3,10,10,456,482,941,366,334,700,4459,4442,8901
106011111,6915,6937,13854,360,333,692,592,641,1229,5,6,10,25,24,49,0,0,0,9,4,15,0,0,0,3,3,5,0,0,3,0,0,0,636,680,1321,16,20,34,21,15,44,1036,1056,2094,685,779,1463,8637,8774,17412
106011112,6086,6004,12092,571,591,1167,433,423,852,48,10,53,150,79,227,20,4,25,33,27,55,13,0,13,20,15,32,15,5,18,0,0,0,717,562,1282,30,39,72,23,22,41,1344,1212,2553,643,601,1245,8072,7818,15890
106011113,1933,1852,3786,22,33,57,153,137,290,0,0,0,9,10,25,0,0,0,3,3,4,0,0,0,0,0,3,3,0,3,0,0,0,169,148,320,7,4,5,3,4,12,203,191,399,364,316,677,2493,2363,4858
106021114,2376,2375,4752,65,61,129,426,528,949,3,3,5,12,21,32,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,0,0,452,550,1002,12,6,21,15,11,25,544,634,1179,293,281,577,3214,3297,6508
106021115,10390,11071,21464,523,586,1109,1070,1131,2197,16,23,38,47,68,118,6,3,12,11,17,24,0,0,0,4,5,8,0,3,5,0,0,0,1156,1245,2402,59,56,116,31,27,57,1765,1915,3684,956,1015,1969,13108,14001,27114
106021116,3002,3092,6089,90,105,188,322,325,648,0,4,7,10,14,22,0,0,0,7,11,17,3,0,3,3,0,3,0,0,0,0,3,3,350,360,709,10,10,24,7,3,17,459,481,937,260,251,507,3715,3824,7533
106021117,8294,8651,16944,626,683,1307,971,1072,2045,4,8,9,51,47,97,7,5,6,4,8,10,0,0,0,3,0,8,5,3,9,0,0,0,1040,1143,2186,30,40,69,23,14,38,1716,1876,3595,756,841,1599,10763,11376,22144
106021118,3974,3974,7949,131,136,270,476,522,994,12,14,26,18,34,49,4,5,16,13,6,21,0,4,3,7,3,8,3,4,11,0,0,0,531,596,1134,14,11,24,7,5,13,686,757,1444,250,234,487,4906,4968,9876
106031119,2215,2185,4401,89,110,198,187,227,423,14,7,23,11,14,25,0,0,0,0,0,0,0,0,4,0,3,3,0,0,3,0,0,0,221,258,477,12,19,28,4,6,6,318,390,710,271,304,574,2803,2881,5685
106031120,2556,2517,5071,178,193,371,246,246,491,12,4,16,21,17,36,3,0,0,8,5,16,3,4,9,3,7,8,5,9,12,0,0,0,295,287,582,9,4,20,9,10,20,489,497,985,274,277,549,3315,3289,6607
106031121,7525,8051,15576,668,699,1368,677,739,1416,21,22,47,56,64,125,8,11,16,12,10,23,9,7,16,7,13,18,10,6,13,0,0,0,795,879,1677,64,61,130,43,50,93,1572,1690,3258,971,1063,2035,10061,10803,20865
106031122,5187,5317,10505,321,393,710,465,466,927,10,13,19,37,33,66,11,7,17,7,6,17,3,0,4,6,5,16,5,5,12,0,0,0,537,533,1069,19,27,45,21,15,33,894,956,1856,637,641,1280,6718,6918,13638
106031123,2292,2304,4598,41,35,75,166,189,351,0,0,0,4,3,4,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,170,201,365,6,3,3,7,3,9,217,243,457,167,143,305,2673,2683,5359
106031124,1903,1907,3810,122,152,278,237,249,487,0,3,6,11,12,21,0,0,0,3,3,11,0,0,3,0,0,0,0,0,0,0,0,0,256,276,527,12,16,27,5,4,10,399,451,853,186,169,359,2486,2528,5020
106031125,5260,5226,10485,276,258,533,541,494,1028,18,17,40,39,40,75,18,11,25,9,9,19,0,4,3,21,15,38,13,6,15,0,0,0,647,594,1244,19,15,37,11,17,25,956,890,1844,653,541,1195,6870,6652,13522
106041126,4403,4306,8704,430,472,905,390,417,803,9,10,11,48,62,105,3,5,12,10,10,22,0,0,4,0,0,7,0,0,0,0,0,0,467,504,973,22,35,54,17,23,33,931,1034,1965,746,456,1202,6077,5799,11872
106041127,1633,1552,3188,66,58,124,113,119,230,3,7,8,4,3,10,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,127,132,256,8,13,25,3,0,0,201,209,405,201,164,368,2035,1925,3963
106041128,2158,2259,4420,193,204,394,169,172,349,7,15,25,25,11,41,0,0,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,213,202,415,14,24,40,3,7,12,423,435,863,235,239,471,2823,2936,5758
106041129,3182,3196,6377,171,167,338,220,241,455,7,12,21,8,6,15,0,0,0,3,0,3,0,0,0,3,3,3,0,0,0,0,0,0,245,258,504,13,7,19,12,15,21,433,451,887,450,485,933,4071,4130,8197
107011131,9282,9894,19180,344,371,720,813,849,1668,11,18,34,31,27,61,10,6,9,4,4,4,0,3,3,4,0,10,3,6,5,0,0,0,875,919,1794,21,33,50,26,19,43,1270,1334,2603,712,704,1421,11265,11934,23205
107011132,3511,3667,7185,98,103,197,321,347,675,0,0,3,7,8,15,3,0,4,3,3,8,0,0,0,0,0,0,0,3,3,0,0,0,339,368,703,14,18,31,8,5,7,450,490,941,202,211,404,4166,4368,8532
107011133,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,10
107011134,6216,6529,12747,149,153,302,458,518,970,4,6,11,13,17,29,3,0,0,8,3,11,0,0,0,0,3,3,11,8,16,0,0,0,497,552,1049,34,40,75,14,16,29,686,756,1447,489,517,1014,7396,7812,15206
107011545,5492,5689,11180,143,142,290,516,475,986,5,8,7,8,6,12,0,5,4,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,537,489,1026,48,51,101,12,19,32,738,703,1444,521,484,1001,6756,6876,13628
107011546,3837,3901,7739,103,109,213,345,362,702,4,5,12,9,8,13,0,0,0,8,6,9,0,0,0,3,0,3,0,3,3,0,0,0,367,386,753,26,24,48,15,8,22,506,524,1035,452,410,868,4800,4842,9639
107011547,1765,1669,3440,28,37,67,158,186,339,0,0,0,5,3,12,3,0,4,7,0,7,0,0,0,5,4,6,3,0,3,0,0,0,180,198,371,23,27,46,3,3,5,230,263,488,175,170,341,2174,2095,4271
107021135,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8
107031136,5679,6085,11760,236,216,449,481,552,1035,8,7,7,12,10,23,4,0,4,6,0,6,0,0,0,3,3,7,0,0,3,0,0,0,515,564,1082,29,21,45,24,19,43,795,826,1620,384,394,779,6856,7301,14162
107031137,2668,2805,5467,46,49,93,303,323,628,0,3,6,13,14,24,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,319,346,665,13,14,21,5,5,14,379,406,788,284,289,573,3327,3504,6832
107031138,2977,3052,6025,159,166,328,249,285,536,4,12,17,12,10,23,4,0,3,3,0,3,5,3,11,0,0,0,3,10,15,0,0,0,282,317,600,30,31,59,3,0,9,478,524,1001,289,321,613,3744,3898,7633
107031139,2407,2412,4822,80,83,166,180,197,376,0,0,0,3,4,6,0,0,0,8,11,17,0,0,0,0,0,0,0,3,6,0,0,0,192,216,410,6,10,21,5,3,7,292,312,603,182,177,365,2883,2913,5793
107031140,2974,3113,6090,112,113,218,292,314,606,0,3,3,10,12,29,0,0,0,4,0,8,0,3,3,0,4,4,5,3,11,0,0,0,316,346,668,27,21,46,4,12,15,453,495,947,338,380,717,3768,3986,7753
107031141,6588,6671,13253,282,293,573,758,788,1549,4,3,10,33,25,56,6,3,8,11,14,21,0,0,3,0,0,0,11,5,15,0,0,0,814,852,1666,41,44,81,18,11,28,1153,1194,2340,506,538,1047,8244,8403,16650
107031142,3898,4196,8094,56,76,134,392,424,819,6,6,18,15,12,23,0,0,0,0,3,4,0,3,5,0,0,0,3,3,4,0,0,0,420,455,873,29,36,64,12,0,12,515,567,1076,328,345,666,4742,5101,9843
107031143,7846,8209,16053,310,353,666,657,759,1414,7,5,14,37,38,73,0,0,3,6,3,12,0,0,4,3,7,8,9,5,13,0,0,0,730,814,1544,42,40,77,20,17,36,1106,1227,2328,909,892,1799,9864,10323,20185
107041144,8221,8587,16808,275,282,555,791,917,1708,8,12,19,24,16,37,4,0,7,8,5,13,0,0,3,3,0,5,11,19,35,0,0,0,853,970,1820,214,186,402,18,14,31,1357,1444,2808,692,643,1329,10271,10672,20941
107041145,6038,6406,12443,167,167,333,575,643,1215,10,6,17,18,20,42,0,3,7,6,4,13,0,0,0,3,0,3,4,3,7,0,0,0,627,682,1305,49,46,96,19,11,30,860,905,1763,487,555,1047,7388,7864,15248
107041146,8170,8427,16601,259,263,524,987,948,1933,9,15,31,11,8,18,7,8,16,7,9,20,4,3,11,7,0,8,17,19,38,0,0,0,1049,1017,2064,278,219,494,8,12,23,1593,1502,3100,600,580,1177,10360,10513,20869
107041147,3636,3547,7181,152,153,306,276,248,530,11,5,13,6,3,13,0,0,0,3,3,5,3,3,3,0,3,3,0,0,3,0,0,0,308,271,573,18,22,37,13,11,27,483,456,941,281,251,531,4402,4251,8655
107041148,4598,4590,9188,184,188,366,317,408,724,13,9,21,15,13,36,0,0,0,11,11,21,0,0,0,0,4,3,3,0,3,0,0,0,365,446,810,50,48,92,10,10,18,598,692,1290,330,376,709,5527,5658,11186
107041150,7789,8395,16186,288,296,588,595,672,1266,14,16,30,16,15,29,4,0,4,4,3,10,0,0,3,0,0,3,6,3,13,0,0,0,650,704,1351,63,68,127,17,16,30,1014,1087,2104,648,664,1306,9451,10150,19599
107041548,4329,4253,8585,282,291,569,999,1003,2003,26,18,43,32,27,57,3,4,5,12,16,24,5,3,12,3,0,4,18,18,37,0,0,0,1103,1086,2191,275,252,535,28,17,42,1685,1651,3340,969,975,1944,6982,6877,13863
107041549,6099,5967,12061,262,225,483,1007,993,2001,22,17,38,21,22,42,3,5,10,8,9,22,3,0,4,6,5,9,21,19,33,0,0,0,1088,1071,2156,357,253,610,27,18,40,1729,1563,3294,621,532,1156,8451,8062,16509
108011151,1886,1860,3743,79,94,174,184,179,362,0,0,0,3,8,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,194,189,381,8,3,11,8,6,17,291,290,582,189,158,347,2368,2314,4681
108011152,5074,5599,10675,454,501,961,496,531,1026,14,13,30,24,26,53,0,0,7,0,3,5,0,0,0,0,0,0,0,3,3,0,0,0,539,580,1119,22,25,49,22,21,44,1043,1131,2168,600,722,1315,6712,7450,14164
108011153,2437,2274,4712,106,109,211,238,254,495,4,6,13,22,12,34,0,0,0,3,3,4,3,3,9,0,0,4,0,0,0,0,0,0,268,280,556,10,8,16,4,4,12,390,402,795,290,252,538,3119,2924,6043
108011154,2238,2453,4694,88,107,196,282,307,588,6,7,10,6,8,18,0,0,0,4,0,3,0,0,0,3,0,3,0,0,0,0,0,0,297,323,623,9,13,18,7,15,22,402,453,863,284,315,596,2925,3222,6154
108021155,5169,5580,10745,397,452,849,309,356,666,9,13,27,35,39,68,5,5,10,8,9,11,0,0,0,0,3,3,0,0,0,0,0,0,369,415,784,30,28,55,30,29,50,817,924,1741,1236,858,2094,7221,7360,14582
108021156,3627,3391,7019,122,126,248,294,288,583,9,4,10,33,29,62,0,0,3,8,11,14,0,0,0,0,3,3,0,0,0,0,0,0,341,343,688,18,14,31,7,12,23,492,495,986,478,452,931,4592,4337,8932
108021157,1796,1895,3692,95,97,193,153,161,321,3,0,3,24,26,51,0,0,0,3,4,13,3,0,5,0,0,0,0,3,3,0,0,0,193,194,388,3,3,5,8,4,9,300,301,604,215,232,446,2318,2430,4746
108021158,2418,2626,5049,158,178,332,197,239,438,11,6,20,41,58,102,8,3,7,7,5,11,3,0,0,4,3,9,5,4,16,0,0,0,278,323,599,3,14,17,18,10,29,452,526,979,319,346,667,3191,3496,6687
108021159,3102,3007,6111,109,132,241,224,243,460,3,3,13,31,24,57,3,4,6,3,3,9,8,0,11,4,3,6,0,0,0,0,0,0,269,288,563,9,11,23,8,0,9,398,434,828,332,328,658,3825,3766,7595
108021160,1930,1972,3903,150,173,320,176,178,359,7,6,14,19,27,44,0,0,0,8,6,12,0,0,0,3,0,5,0,0,0,0,0,0,215,219,431,11,13,16,6,0,6,378,401,782,196,222,420,2506,2598,5103
108031161,140,148,292,6,4,14,15,11,25,0,4,4,3,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,21,14,35,0,0,0,0,0,0,27,27,50,20,20,33,186,189,379
108041162,6359,6690,13052,381,444,824,514,557,1069,12,15,25,75,63,141,5,6,8,7,7,16,5,8,11,3,7,13,8,3,12,0,0,0,629,670,1301,17,23,45,16,14,32,1046,1147,2193,687,695,1380,8090,8533,16620
108041163,10186,11141,21329,767,822,1593,974,1068,2043,47,43,87,102,115,219,11,13,23,13,11,24,8,3,11,8,4,5,15,17,37,0,0,0,1174,1275,2452,84,90,173,26,37,59,2047,2223,4272,1068,1129,2191,13302,14491,27795
108041164,5908,6897,12807,328,384,714,843,927,1775,8,17,24,61,59,126,0,4,3,8,3,14,6,3,14,0,3,3,4,8,16,0,0,0,941,1028,1968,33,35,72,21,31,52,1326,1479,2804,731,839,1567,7967,9215,17184
108041165,2122,1999,4119,50,58,103,178,189,363,9,4,11,31,20,55,0,0,0,3,0,4,0,0,0,0,3,9,5,0,4,0,0,0,217,219,437,7,3,11,3,3,8,278,284,558,306,271,574,2704,2550,5252
108041166,4138,4489,8628,250,326,581,375,400,771,10,6,21,26,33,63,10,11,19,7,3,11,7,0,9,0,0,0,0,0,0,0,0,0,435,461,897,11,19,27,9,14,27,714,821,1535,441,438,879,5289,5754,11043
108051167,1952,1970,3914,153,164,313,144,150,297,3,0,3,9,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,160,320,11,7,20,6,9,14,320,340,659,183,227,412,2451,2536,4988
108051168,3923,4153,8078,250,278,528,471,492,963,10,12,18,22,29,42,0,0,0,6,8,12,0,4,3,3,3,3,0,0,3,0,0,0,514,539,1055,12,16,29,20,16,31,792,844,1639,343,379,726,5060,5378,10440
108051169,7503,8230,15736,616,691,1307,598,592,1193,9,15,22,47,38,87,3,0,6,5,8,11,3,3,5,4,0,4,0,3,3,0,0,0,664,665,1329,26,33,62,44,43,86,1354,1434,2787,851,896,1751,9713,10563,20275
108051170,4977,4830,9800,177,170,344,482,443,920,4,4,9,29,38,70,3,7,6,0,7,3,0,7,4,5,0,7,3,0,3,0,0,0,528,499,1027,6,15,18,6,7,18,717,691,1410,577,577,1160,6272,6093,12371
108051171,2040,2245,4286,78,109,193,190,201,387,3,0,3,10,9,19,0,0,0,0,4,7,0,0,0,0,0,3,0,3,3,0,0,0,200,220,423,0,3,3,0,4,7,285,342,625,200,212,419,2526,2798,5331
109011172,5289,5651,10937,377,414,788,592,665,1258,188,228,411,41,47,91,19,19,41,18,18,30,3,6,4,14,14,22,6,8,11,0,0,0,880,1002,1882,45,46,98,20,15,36,1318,1481,2796,504,577,1083,7110,7710,14815
109011173,3551,3711,7261,147,147,295,348,399,749,126,119,242,18,24,42,4,3,8,13,9,20,0,3,7,6,3,7,3,7,13,0,0,0,522,566,1088,19,36,53,17,11,25,695,760,1461,499,507,1003,4745,4979,9724
109011174,3559,3940,7495,186,171,356,295,341,638,180,169,354,29,27,56,4,0,3,9,6,18,3,5,8,0,0,3,5,3,7,0,0,0,530,559,1089,47,40,89,14,12,22,775,774,1548,565,572,1136,4895,5287,10186
109011175,4791,4679,9470,187,217,405,266,265,525,45,72,116,17,20,34,0,4,5,4,3,5,0,0,0,6,3,8,4,3,11,0,0,0,339,361,701,11,16,27,11,0,8,544,599,1146,420,464,887,5758,5738,11497
109011176,5149,5493,10639,306,347,653,461,541,1002,149,156,300,27,34,59,15,15,33,8,3,9,5,5,10,9,3,9,7,3,9,0,0,0,677,771,1448,42,55,98,28,25,53,1050,1195,2246,676,713,1394,6873,7403,14278
109021177,1142,1102,2245,87,94,184,32,36,67,15,13,31,6,6,7,0,0,0,0,0,0,0,0,0,7,8,13,0,0,3,0,0,0,53,64,121,13,11,19,3,0,8,157,173,326,189,190,379,1489,1460,2947
109021178,2323,2258,4579,101,114,212,54,52,111,113,137,255,8,8,14,21,17,35,5,3,16,0,0,0,8,4,10,0,0,0,0,0,0,214,226,439,4,3,6,45,37,81,363,379,736,303,272,571,2990,2904,5891
109021179,1463,1283,2745,71,66,132,33,36,71,46,55,104,7,12,19,7,3,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,90,112,207,5,4,13,4,0,3,169,188,353,260,211,474,1883,1681,3570
109031180,2077,2163,4236,171,186,359,65,62,125,66,76,142,12,10,29,10,6,13,7,3,6,0,0,0,0,0,0,0,3,3,0,0,0,156,163,317,4,9,14,3,3,9,339,359,694,245,260,502,2655,2781,5435
109031181,2631,2544,5179,127,126,247,87,95,182,138,146,281,16,12,26,0,4,6,8,5,10,0,0,0,0,7,3,0,4,7,0,0,0,247,268,521,6,10,17,11,5,21,397,411,807,345,351,698,3374,3310,6679
109031182,2734,2918,5647,236,290,523,87,82,163,50,72,123,5,5,11,14,6,16,7,5,13,0,0,0,0,0,3,3,0,4,0,0,0,166,165,332,16,18,34,15,3,20,430,474,905,382,421,805,3544,3817,7362
109031183,2734,2560,5294,82,91,172,91,77,164,132,137,271,13,12,29,9,0,10,6,5,12,0,0,0,4,6,13,0,4,3,0,0,0,258,242,501,11,9,20,12,15,25,357,364,718,354,321,681,3447,3246,6690
109031184,2139,2236,4372,139,149,293,36,35,71,223,257,480,14,16,33,0,3,9,9,7,13,0,0,0,0,3,5,0,0,0,0,0,0,280,319,599,19,18,32,6,5,10,443,498,938,228,249,477,2808,2986,5791
109031185,3740,3665,7405,238,293,536,71,67,141,156,158,313,21,13,32,0,7,8,3,3,8,3,3,8,4,4,8,0,0,0,0,0,0,260,253,516,25,32,53,5,6,14,530,584,1116,566,548,1113,4828,4801,9630
110011186,7875,8468,16345,1038,1213,2250,652,816,1470,27,31,64,89,113,198,4,3,9,14,13,24,8,3,12,8,5,15,14,6,23,0,0,0,815,999,1813,182,232,417,30,28,59,2061,2467,4535,1076,1140,2212,11016,12078,23097
110011187,1763,1707,3468,91,97,189,119,142,264,4,3,7,27,30,52,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,152,176,334,7,14,21,12,15,28,267,302,571,214,190,405,2241,2195,4435
110011188,2396,2534,4931,83,98,184,167,176,348,0,0,0,23,21,44,0,3,3,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,194,207,399,4,11,15,3,5,12,292,320,610,215,223,435,2899,3072,5977
110011189,1265,1254,2518,72,68,140,64,72,134,0,0,0,7,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,79,150,3,7,7,0,0,0,147,152,298,189,189,378,1599,1594,3190
110021190,3221,3352,6570,263,308,568,153,153,304,4,6,13,59,64,120,3,6,6,0,3,10,0,0,0,0,3,5,3,5,6,0,0,0,222,239,459,11,8,16,11,16,29,503,569,1070,633,484,1119,4354,4409,8758
110021191,4165,4539,8707,512,572,1086,283,274,556,4,9,15,55,62,119,3,0,3,6,3,11,0,0,0,0,4,6,0,0,0,0,0,0,356,350,708,15,23,41,20,16,41,907,960,1873,437,494,928,5512,5996,11505
110021192,2094,1981,4077,40,44,88,123,164,281,3,0,5,31,32,65,9,8,10,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,165,202,370,10,14,23,13,11,25,225,266,500,309,303,613,2627,2555,5185
110021193,2329,2253,4579,131,155,282,153,150,301,3,0,3,33,36,69,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,189,186,381,4,3,4,6,0,6,326,341,671,346,316,667,3006,2913,5919
110021194,2537,2573,5110,103,138,244,101,111,207,0,3,3,76,98,173,0,0,0,4,0,9,0,0,0,6,0,3,0,3,3,0,0,0,189,211,402,4,6,10,10,11,17,311,370,674,389,412,798,3234,3348,6582
110031195,2951,2954,5903,262,332,596,153,172,321,3,7,7,35,41,79,0,0,0,3,3,3,0,0,0,3,0,5,0,0,0,0,0,0,192,221,415,15,12,24,14,13,29,480,582,1063,554,536,1091,3989,4075,8061
110031196,2153,1993,4140,91,78,170,90,88,178,5,3,3,86,70,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,164,342,3,8,11,11,10,25,287,256,542,362,321,686,2794,2566,5368
110031197,2653,2771,5423,200,229,428,146,158,307,12,8,19,30,25,53,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,191,185,374,10,9,20,4,0,5,397,427,825,386,441,824,3438,3636,7072
110031198,1900,1721,3621,88,98,186,105,104,210,0,0,3,18,16,34,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,122,127,245,3,3,9,12,3,13,222,239,453,325,324,643,2437,2285,4723
110041199,3367,3508,6873,329,368,689,254,251,503,5,8,8,58,47,107,6,3,12,16,12,30,0,0,0,3,3,3,0,0,0,0,0,0,336,323,660,19,16,33,16,18,29,697,723,1413,378,407,780,4438,4633,9069
110041200,1718,1565,3279,56,58,110,105,112,221,0,0,0,12,12,22,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,127,129,258,6,0,9,3,8,9,188,190,383,240,193,432,2148,1949,4092
110041201,2999,2927,5927,193,188,387,182,193,375,3,4,4,33,34,67,4,4,10,5,3,12,0,3,4,7,6,8,3,9,8,0,0,0,247,252,494,4,3,9,11,4,16,453,447,904,370,414,778,3825,3787,7608
110041202,7333,7769,15100,566,622,1189,758,750,1511,25,15,36,65,53,123,11,9,21,6,6,17,3,4,8,4,11,12,7,7,16,0,0,0,887,857,1744,120,88,208,34,27,57,1605,1590,3196,937,875,1813,9871,10232,20107
110041203,4977,5676,10658,323,414,739,756,882,1635,13,15,25,69,61,138,11,5,20,6,3,7,3,3,5,3,0,5,0,6,6,0,0,0,869,976,1843,89,54,138,15,14,29,1287,1461,2749,736,761,1494,7005,7898,14901
110041204,1904,2019,3923,104,123,222,281,289,567,3,0,3,11,13,25,0,0,3,0,0,0,3,3,8,0,0,0,19,0,22,0,0,0,323,312,630,22,12,41,3,3,6,455,449,899,313,328,638,2673,2795,5466
110041205,7320,7368,14689,313,311,625,535,609,1147,9,12,17,35,39,74,0,5,7,5,8,5,0,0,0,9,3,16,3,7,10,3,3,8,603,677,1278,19,24,47,16,11,30,956,1031,1982,809,816,1631,9085,9213,18301
111011206,7049,7423,14473,292,275,572,627,644,1273,5,7,16,21,27,40,7,3,9,8,7,18,0,0,0,0,3,3,3,4,6,0,0,0,670,698,1368,12,28,36,23,20,48,1002,1017,2019,534,521,1053,8583,8964,17551
111011207,2240,2256,4493,60,79,143,223,269,485,3,3,10,5,5,10,0,0,3,0,0,0,0,5,5,4,3,7,0,3,3,0,0,0,243,288,523,0,16,13,5,4,9,307,382,694,169,180,353,2719,2817,5541
111011208,9387,9908,19297,319,318,641,906,957,1862,11,9,24,32,28,57,5,6,9,12,10,20,0,3,3,0,0,0,5,13,20,0,0,0,973,1022,2000,55,89,146,26,15,39,1374,1452,2830,743,767,1509,11511,12129,23638
