SAL_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
SAL10206,3,3,7,3,3,8,6,3,3,32,0,0,3,4,5,4,3,0,8,27,46,140,109,73,145,163,62,125,18,881
SAL10207,0,3,0,0,3,3,0,3,0,15,4,3,0,0,3,7,0,0,5,23,20,69,56,28,72,94,16,63,10,429
SAL10208,24,15,11,7,22,9,0,9,5,98,7,12,12,6,16,14,4,7,16,88,274,363,326,181,499,441,102,200,49,2417
SAL10209,3,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,7,37,53,44,18,61,68,18,40,4,337
SAL10210,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,5,4,12,3,3,13,5,3,9,6,48
SAL10211,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,9,3,3,8,0,3,5,0,36
SAL10212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,9
SAL10213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10214,0,0,3,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,13,4,27,12,3,8,28,6,19,3,110
SAL10215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8
SAL10216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,4,0,0,0,23
SAL10217,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,3,0,0,6,8,28,22,9,19,27,12,20,4,157
SAL10218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10219,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,12,14,0,13,15,3,13,0,82
SAL10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,7,9,13,6,27,0,70
SAL10222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10223,4,3,4,0,10,0,0,0,0,29,0,4,0,0,4,5,0,0,5,20,39,99,81,60,136,123,34,62,5,642
SAL10224,41,21,7,3,14,20,3,15,4,130,30,17,19,7,36,21,4,15,47,197,519,425,313,181,620,520,87,217,99,2991
SAL10225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL10226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,3,3,7,0,35
SAL10227,54,28,19,11,31,32,8,26,5,198,11,17,14,14,37,43,11,8,35,197,566,890,610,423,1019,882,280,487,72,5245
SAL10228,0,0,3,0,6,6,0,0,0,24,0,4,3,0,5,3,4,0,15,30,33,122,85,58,162,111,36,74,17,697
SAL10229,0,5,5,0,9,0,0,0,0,20,0,3,0,7,5,0,0,0,11,28,20,112,65,32,113,77,16,58,18,510
SAL10230,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,3,0,24
SAL10231,6,22,15,9,23,24,5,12,0,111,4,11,6,8,23,21,6,15,14,109,162,429,415,273,813,656,197,355,43,3338
SAL10232,0,0,5,0,0,0,0,8,0,14,0,0,0,0,6,4,0,0,8,28,20,54,49,54,104,98,21,77,11,502
SAL10233,103,86,55,30,88,70,14,33,0,486,47,80,58,39,156,187,35,59,103,758,1611,2347,1679,1024,3914,4415,979,1862,200,18040
SAL10234,0,0,0,0,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,7,21,16,3,29,34,14,22,3,140
SAL10235,0,3,0,0,0,5,0,0,0,7,0,4,0,0,5,0,0,0,3,12,23,63,49,23,51,49,11,27,8,310
SAL10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10237,8,11,0,0,3,8,0,9,0,40,6,13,10,7,11,15,4,5,4,77,130,260,178,101,181,275,80,235,8,1449
SAL10238,34,29,12,12,31,25,9,7,0,162,5,20,9,9,23,44,8,9,24,157,384,634,413,260,747,898,213,474,45,4068
SAL10239,7,6,4,0,0,10,5,3,0,25,0,4,0,3,7,13,3,9,6,40,62,84,76,53,142,215,69,124,14,832
SAL10240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,23
SAL10241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,8,8,7,3,34
SAL10242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,12,4,3,6,3,5,0,55
SAL10243,27,24,11,11,25,24,4,8,0,131,10,16,21,0,51,51,15,25,18,204,477,615,429,226,1047,1239,252,539,36,4858
SAL10244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,0,5,10,0,23,0,65
SAL10245,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,9,8,13,9,12,28,9,37,0,114
SAL10246,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,4,0,7,0,24
SAL10247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,6,0,7,7,0,19,4,61
SAL10248,0,4,4,0,4,3,9,4,0,21,0,0,0,0,5,0,0,0,0,9,19,73,42,43,80,71,26,51,12,424
SAL10249,17,29,12,5,14,25,4,8,0,116,14,20,18,9,31,44,6,17,23,189,371,715,489,296,831,1118,269,681,47,4818
SAL10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10251,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,4,0,0,5,8,3,23,19,12,32,40,14,23,8,178
SAL10252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,3,0,4,0,20
SAL10253,6,17,12,5,18,26,0,18,0,100,4,8,6,7,10,3,0,3,21,64,100,340,295,186,432,371,107,174,43,2057
SAL10254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,8,17,12,3,16,0,70
SAL10255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,8
SAL10256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,9,11,10,3,7,0,8,4,54
SAL10257,37,26,8,4,19,21,3,10,0,127,20,10,6,5,23,14,0,4,26,109,452,362,269,166,475,470,108,220,54,2575
SAL10258,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,13,21,12,10,12,18,6,12,0,99
SAL10259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SAL10260,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,14,3,7,12,0,15,4,63
SAL10261,3,0,0,0,0,0,0,0,0,8,0,0,0,0,9,4,4,0,5,21,34,44,20,13,57,61,15,27,13,284
SAL10262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,17
SAL10263,26,15,10,4,23,15,9,16,0,122,10,19,12,15,38,36,12,13,15,169,361,599,444,235,870,1105,208,531,48,4401
SAL10264,16,6,4,0,13,12,6,4,0,55,9,11,3,0,19,5,0,3,10,67,165,251,180,95,329,277,60,133,22,1521
SAL10265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,6,0,7,3,7,0,15,5,51
SAL10266,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,6,6,5,16,7,15,20,5,46,0,120
SAL10267,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,9,9,3,0,10,6,6,0,40
SAL10268,0,7,3,5,8,10,7,3,0,57,4,3,0,0,0,5,0,4,11,31,89,149,126,81,181,177,60,102,23,989
SAL10269,0,3,4,0,0,4,0,0,0,14,0,4,0,0,5,0,0,0,0,11,30,54,28,33,75,79,19,43,4,358
SAL10270,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,9,16,22,17,12,3,19,10,19,4,111
SAL10271,32,34,9,11,19,13,3,16,6,136,13,48,29,7,31,52,16,47,66,318,360,793,604,316,708,1186,344,1103,117,5536
SAL10272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,4,6,3,0,5,3,50
SAL10273,0,8,4,9,6,6,0,4,0,44,4,10,10,6,7,5,0,9,6,63,68,356,301,172,277,224,72,133,17,1612
SAL10274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,6,0,13,13,4,17,0,67
SAL10275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,17
SAL10276,12,18,7,8,24,33,8,15,0,122,3,11,11,3,21,21,3,4,17,95,218,477,354,253,622,628,157,315,44,3072
SAL10277,6,21,20,5,28,23,10,14,3,135,0,11,8,13,26,24,0,10,15,113,162,487,347,273,637,626,183,260,30,3002
SAL10278,0,4,0,0,4,3,0,3,0,25,0,0,0,0,4,0,0,5,0,14,26,76,67,45,76,97,24,42,3,453
SAL10279,63,29,17,17,29,31,6,7,0,202,44,38,32,16,45,44,11,11,64,314,929,639,545,353,1099,927,192,313,158,5155
SAL10280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,15,15,12,9,24,3,23,10,107
SAL10281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14
SAL10282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL10283,16,36,20,11,28,33,12,14,3,169,16,23,12,15,27,38,16,28,14,177,423,602,445,283,595,877,254,536,44,4056
SAL10284,0,0,0,0,0,3,0,6,0,9,4,0,0,0,3,0,0,3,0,12,13,39,34,13,44,35,14,43,5,231
SAL10285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,9,4,8,0,35
SAL10286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,10,8,6,10,6,20,0,64
SAL10287,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,4,7,10,20,9,3,0,0,66
SAL10288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,9,0,0,13,0,5,0,40
SAL10289,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,0,6,11,6,22,22,7,38,44,15,37,4,193
SAL10290,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,6,8,7,15,21,0,12,3,68
SAL10291,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,11,13,18,17,16,14,14,3,114
SAL10292,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,6,7,5,6,5,11,4,10,0,54
SAL10293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,9,0,3,5,5,21,0,52
SAL10294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10
SAL10295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10296,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,5,0,5,3,10,4,17,0,38
SAL10297,7,11,3,0,11,9,0,0,0,47,7,10,3,4,4,11,0,0,5,44,126,212,162,84,220,261,55,121,10,1257
SAL10298,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,15,11,8,18,17,4,15,0,110
SAL10299,19,17,3,4,10,13,0,3,0,66,38,36,38,20,55,42,5,7,82,319,489,437,338,178,734,618,95,192,119,3202
SAL10300,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,11,6,12,0,8,14,6,5,0,59
SAL10301,3,5,8,9,13,13,4,3,0,60,0,7,5,3,8,11,3,0,9,50,80,184,169,133,349,286,80,130,20,1433
SAL10302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,11,6,16,15,7,3,4,80
SAL10303,34,18,19,10,24,29,6,13,0,144,11,11,6,10,21,27,6,0,27,125,316,411,354,206,661,526,119,230,53,2888
SAL10304,56,28,12,14,43,27,11,14,3,206,13,14,11,6,32,28,4,8,19,131,527,658,467,306,901,787,225,355,66,4287
SAL10305,6,3,4,0,5,6,0,5,0,30,5,4,4,0,3,8,0,0,3,27,56,72,57,39,64,109,25,53,6,480
SAL10306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10307,4,6,3,0,6,0,0,0,0,24,4,7,4,4,10,3,0,0,10,44,42,137,120,70,128,84,21,58,21,675
SAL10308,17,9,9,10,6,19,4,15,0,92,7,10,3,6,12,11,4,8,9,78,252,353,258,181,461,575,151,307,17,2549
SAL10309,17,22,0,7,18,9,3,7,0,100,5,7,8,7,23,28,5,6,6,101,242,397,314,207,488,576,167,305,17,2718
SAL10310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,5,9,4,18,4,14,0,76
SAL10311,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,4,12,37,31,23,43,47,7,22,3,211
SAL10312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,23,21,10,24,23,5,15,4,129
SAL10313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,11,4,4,13,0,9,4,54
SAL10314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,10
SAL10315,0,3,3,0,0,10,0,3,0,20,0,7,4,0,0,12,0,5,4,31,39,78,89,48,112,127,33,89,11,624
SAL10316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,23
SAL10317,0,5,4,0,4,0,0,0,0,18,0,0,5,3,5,3,0,0,4,20,23,66,56,34,80,80,30,88,17,484
SAL10318,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,9,15,15,6,17,16,4,24,0,106
SAL10319,0,5,5,0,0,0,0,5,0,15,0,0,0,0,0,0,0,3,0,18,23,62,51,27,36,73,11,72,10,363
SAL10320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,11
SAL10321,6,9,11,5,12,5,0,10,0,54,5,18,0,5,4,4,4,4,3,46,66,240,153,76,188,204,62,171,11,1181
SAL10322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,7,10,3,18,0,53
SAL10323,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6
SAL10324,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,14,11,4,16,16,0,12,0,78
SAL10325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,6,0,14,4,37
SAL10326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,6,0,3,12,4,11,0,42
SAL10327,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,10,4,6,9,11,21,4,69
SAL10328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,4,0,16
SAL10329,3,5,0,8,9,9,0,4,0,37,0,9,4,0,10,9,0,0,6,38,161,157,108,70,193,253,51,124,14,1129
SAL10330,23,16,16,6,25,26,17,13,4,144,27,26,19,15,41,34,6,8,30,208,644,546,456,267,952,908,212,350,77,4415
SAL10331,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,4,7,0,15,3,0,5,0,36
SAL10332,0,3,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,7,5,5,12,44,45,24,37,35,8,32,4,253
SAL10333,66,45,22,19,59,43,18,20,4,288,29,48,36,27,96,50,10,30,75,394,931,1080,910,562,1874,1718,366,682,159,8290
SAL10334,13,10,10,4,8,15,0,0,6,60,3,7,5,3,16,17,0,8,17,85,190,250,205,103,392,418,84,166,32,1833
SAL10335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,15,4,15,0,44
SAL10336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,5,7,5,7,4,6,8,0,45
SAL10337,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,5,7,5,8,12,4,5,14,0,52
SAL10338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,11,5,24
SAL10339,0,3,0,5,7,6,0,0,0,32,12,3,14,6,21,11,4,3,28,95,138,104,107,63,208,167,24,51,55,905
SAL10340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,9,12,4,7,9,0,23,0,63
SAL10341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,7,3,3,5,0,29
SAL10342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,10,3,10,0,11,0,45
SAL10343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4
SAL10344,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,7,5,6,8,8,11,14,5,13,3,75
SAL10345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,9,5,3,18,8,32,0,104
SAL10346,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,15,32,20,20,27,36,6,29,3,195
SAL10347,7,10,10,3,11,10,0,5,0,60,3,12,8,5,10,7,0,0,13,63,103,249,236,160,302,269,82,164,35,1598
SAL10348,0,6,5,0,3,0,3,0,0,11,0,0,0,0,0,4,0,3,0,12,17,37,24,18,76,85,27,40,9,322
SAL10349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,11,27,13,9,19,17,3,15,3,106
SAL10350,6,9,3,4,3,14,0,3,0,50,7,8,8,6,11,20,9,6,14,88,156,346,230,117,233,374,102,249,16,1818
SAL10351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18,0,22
SAL10352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9
SAL10353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,6,7,13,3,16,0,56
SAL10354,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,17,17,15,13,19,6,4,3,101
SAL10355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,3,4,3,6,3,26
SAL10356,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,6,16,9,10,26,19,9,7,0,101
SAL10357,3,0,0,0,0,3,3,6,0,18,9,4,0,0,5,3,0,4,0,24,36,51,38,18,46,50,19,39,14,306
SAL10358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,13,0,27
SAL10360,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,6,12,3,12,14,3,5,3,51
SAL10361,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,6,0,4,0,5,13,45,26,14,41,51,19,44,7,252
SAL10362,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,6,20,18,11,22,15,0,34,0,133
SAL10363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SAL10364,0,0,0,0,0,0,0,0,0,4,0,5,0,0,4,0,0,0,0,13,14,65,79,36,72,60,20,44,8,405
SAL10365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,0,12
SAL10366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,19,5,7,10,8,7,3,5,77
SAL10367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13
SAL10368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,9,5,10,7,8,31,3,73
SAL10369,0,5,0,0,0,0,5,3,0,10,0,0,0,0,4,0,0,0,0,5,7,27,24,13,28,29,7,28,7,172
SAL10370,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,13,4,19,19,14,19,14,5,10,10,96
SAL10371,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,17,29,23,11,32,26,12,44,8,208
SAL10372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,3,8,8,17,7,24,0,72
SAL10373,7,13,3,4,6,4,3,0,0,31,0,7,0,4,0,13,3,6,9,43,117,218,176,109,171,376,137,387,14,1706
SAL10374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,7,0,12
SAL10375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,13,3,32
SAL10376,0,14,3,7,6,0,0,3,0,41,6,9,7,4,11,18,5,0,17,69,75,294,215,106,252,219,64,76,32,1342
SAL10377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,26
SAL10378,9,4,0,3,8,9,0,0,0,31,8,14,4,0,15,11,0,5,14,76,175,138,98,69,287,192,29,72,34,1104
SAL10379,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,7,21,20,4,21,26,3,16,5,117
SAL10380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,4,7,19,3,14,0,75
SAL10381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,4,3,0,4,0,31
SAL10382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9
SAL10383,0,0,0,0,0,4,0,0,0,12,0,0,0,0,3,0,0,0,0,6,17,47,49,26,57,52,8,27,11,286
SAL10384,0,4,0,0,0,9,0,0,0,11,0,0,0,0,4,0,0,0,0,9,22,28,30,26,44,58,12,45,0,264
SAL10385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,8
SAL10386,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,5,0,8,0,30,16,7,32,30,6,25,0,150
SAL10387,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,15,16,9,23,23,0,14,0,109
SAL10388,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,4,13,6,5,11,21,0,24,0,90
SAL10389,0,7,6,8,16,15,0,0,0,55,0,5,4,6,6,6,3,6,6,39,81,167,162,114,297,237,67,109,24,1250
SAL10390,17,6,9,0,10,4,4,8,0,50,9,5,5,3,5,4,0,3,16,60,191,224,169,121,309,274,91,130,27,1531
SAL10391,6,0,9,0,5,0,0,0,0,37,11,7,7,9,17,12,5,8,22,88,151,111,102,94,250,148,41,56,40,996
SAL10392,14,7,4,3,8,9,3,0,0,57,7,7,9,0,9,6,0,3,16,64,271,335,269,167,306,310,68,200,29,1943
SAL10393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
SAL10394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,4,4,12,8,0,8,0,58
SAL10395,4,3,4,0,4,3,3,0,0,20,0,7,0,4,3,8,3,0,10,40,57,133,93,68,153,168,42,77,19,807
SAL10396,133,81,76,35,148,106,24,41,6,645,116,144,130,60,368,254,31,60,296,1457,2635,2590,2538,1347,5677,4305,821,1350,576,21842
SAL10397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,6,10,4,20,5,50
SAL10398,6,0,0,0,3,7,0,8,0,26,5,4,10,0,4,7,0,3,3,39,78,123,98,61,162,180,45,52,26,823
SAL10399,13,4,6,0,6,9,0,4,0,39,4,13,3,4,15,18,3,4,15,78,166,170,115,79,319,304,65,94,27,1343
SAL10400,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,21,15,10,11,40,28,7,15,7,160
SAL10401,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,9,7,3,3,20,18,4,8,0,77
SAL10402,21,14,8,4,11,8,3,8,0,82,17,14,8,5,17,37,4,13,24,144,406,430,315,186,461,649,135,400,54,3036
SAL10403,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,12,5,10,13,0,8,0,50
SAL10404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,14,0,28
SAL10405,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,9,14,8,15,16,8,28,0,108
SAL10406,18,18,16,10,20,15,12,7,0,118,4,17,10,9,20,25,6,4,15,112,352,542,364,246,654,765,209,426,29,3588
SAL10407,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,7,9,7,5,13,7,0,9,0,48
SAL10408,3,7,3,0,0,3,0,3,0,24,7,4,0,0,0,0,0,0,0,11,35,50,28,33,33,71,15,41,3,309
SAL10409,6,8,13,0,22,14,3,8,0,68,6,6,8,0,6,14,3,8,14,57,67,188,181,96,332,267,104,261,26,1516
SAL10410,31,19,9,4,25,33,12,16,0,146,19,19,8,8,35,38,10,13,26,168,342,445,321,182,662,735,192,360,47,3288
