SSC_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SSC20913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,4,7
SSC20914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,69,162,0,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,81,178,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,17,18,32,13,23,38,7,3,6,141,130,270
SSC20915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,77,175,6,0,6,4,0,4,6,3,8,0,0,0,0,4,4,24,12,33,128,98,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,43,83,14,27,46,3,4,4,190,177,368
SSC20916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7
SSC20917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,6,14
SSC20918,55,49,105,21,21,39,7,4,6,449,494,943,18,13,33,751,587,1336,35,70,99,3,0,3,26,4,34,267,188,459,14,18,24,605,689,1295,2248,2141,4388,10,0,10,0,0,0,44,56,97,3,0,3,0,3,0,14,6,20,70,63,131,0,0,0,8,10,18,0,0,0,0,0,0,0,0,0,11,13,20,32,31,60,107,106,218,21,20,35,3,3,6,0,3,3,24,27,43,154,161,311,153,243,401,35,29,68,2721,2706,5427
SSC20919,119,113,238,28,37,68,3,0,3,594,778,1376,9,11,14,1131,1064,2199,41,89,126,9,0,9,38,9,42,546,442,990,33,20,51,198,321,527,2754,2882,5637,7,7,13,0,0,0,43,61,109,6,3,7,0,3,7,12,6,19,71,85,161,0,0,0,10,21,35,0,0,0,0,0,0,7,0,7,13,21,41,54,62,113,138,167,309,25,24,45,3,0,3,3,4,12,31,26,57,178,224,403,194,398,585,13,26,38,3312,3728,7038
SSC20920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,0,17,25,43
SSC20921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,15,16,31
SSC20922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20923,313,332,643,0,8,3,0,0,0,87,161,243,8,0,12,631,545,1173,19,58,74,3,0,3,23,4,26,131,78,213,8,15,26,71,77,148,1303,1272,2575,20,17,40,0,0,0,49,59,112,8,4,17,0,7,7,13,7,16,91,102,195,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,5,17,14,27,107,119,225,14,18,34,0,0,0,0,0,0,14,21,37,78,67,141,110,210,317,18,19,37,1630,1695,3331
SSC20924,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,132,98,226,4,9,10,0,0,0,0,0,0,0,0,0,0,0,0,12,8,23,152,111,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,24,51,28,31,62,3,3,5,209,175,384
SSC20925,6,0,8,7,10,18,0,0,0,0,0,0,3,4,8,603,589,1187,33,59,88,7,0,7,6,0,8,27,9,30,4,3,7,33,35,72,732,706,1433,3,0,3,0,0,0,0,0,3,6,0,6,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,12,5,13,20,14,32,0,0,4,0,0,0,0,0,0,0,0,3,27,26,56,83,200,288,8,0,11,871,952,1819
SSC20926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,75,180,7,3,13,7,0,7,0,0,0,0,0,0,0,0,0,3,3,9,124,86,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,20,10,14,16,0,4,5,152,104,256
SSC20927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,25,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,41,23,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14,8,4,12,0,0,0,54,43,90
SSC20928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4
SSC20929,913,798,1709,119,156,275,3,4,7,19,37,54,21,6,30,1937,1191,3127,91,175,262,13,0,13,61,11,73,198,99,294,21,9,30,177,215,395,3568,2702,6270,147,137,284,3,0,3,131,121,247,19,17,35,5,23,30,28,7,41,331,304,639,0,0,0,12,12,22,0,3,3,0,0,3,0,0,3,14,22,30,27,28,53,370,356,728,118,98,216,5,0,4,0,0,0,116,100,217,111,127,238,313,396,711,51,29,75,4535,3710,8246
SSC20930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,34,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,23,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,3,6,3,0,4,28,30,55
SSC20931,171,128,298,37,38,79,0,0,0,3,3,7,4,3,7,1601,1322,2926,67,124,191,17,0,17,13,0,13,18,3,19,9,8,13,47,47,93,1983,1682,3661,98,51,153,0,0,0,14,8,14,65,45,105,10,17,33,3,3,8,189,121,313,0,0,0,8,6,13,0,0,3,0,3,7,0,0,0,10,13,23,8,13,22,204,147,352,38,40,86,0,3,3,0,0,0,38,50,87,92,111,202,160,274,436,16,12,33,2493,2279,4772
SSC20932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,42,88,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,51,48,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,16,9,12,17,0,0,0,68,67,132
SSC20933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,62,3,3,4,4,0,4,0,0,0,0,0,0,0,0,0,3,8,8,38,41,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,11,8,13,17,0,0,0,49,59,110
SSC20934,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,218,182,403,13,13,23,6,0,6,0,0,0,8,0,9,3,0,3,29,29,62,279,231,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,33,34,71,32,59,96,4,3,10,357,329,684
SSC20935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,7,11,0,0,3,36,40,68
SSC20936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,17,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,0,0,0,12,16,27
SSC20937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,6,6,13
SSC20938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,38,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,24,17,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,3,3,0,0,0,34,23,61
SSC20939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,7,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,10,7,15
SSC20940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,24,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,3,0,0,0,22,12,33
SSC20941,251,173,429,93,131,225,5,0,5,3,0,4,18,12,22,5876,4945,10826,365,365,726,87,4,89,54,3,63,64,24,87,42,19,65,188,204,386,7041,5878,12924,73,56,124,0,0,0,3,10,15,71,70,140,16,14,30,11,7,14,172,148,321,0,0,0,0,0,0,0,0,3,13,9,23,3,5,4,14,19,34,61,28,87,246,190,435,42,39,82,3,0,3,0,0,0,49,39,82,195,293,488,541,1020,1557,88,78,164,8147,7500,15649
SSC20942,25,23,54,31,29,63,0,0,0,0,0,0,3,0,3,704,524,1224,56,43,103,20,0,20,13,0,16,9,0,9,7,0,5,14,15,25,881,636,1516,11,10,13,0,0,0,0,0,0,6,8,19,3,3,3,0,0,0,19,15,36,0,0,0,0,0,0,0,0,0,3,3,7,0,0,5,3,3,9,9,0,13,32,24,58,7,12,18,0,0,0,0,0,0,7,12,18,13,15,25,81,101,181,13,15,34,1027,800,1827
SSC20943,120,72,191,30,14,45,0,0,0,0,0,3,7,6,10,3323,2921,6237,171,219,390,45,0,45,18,0,18,13,0,13,33,14,39,46,43,88,3803,3282,7086,19,14,31,0,0,0,0,3,3,69,27,100,11,15,23,8,0,6,106,56,165,0,0,0,0,0,3,3,0,4,8,3,6,0,0,0,8,6,11,35,20,52,145,81,228,12,20,35,0,0,0,0,3,4,13,24,38,200,279,480,294,563,864,39,36,76,4505,4263,8770
SSC20944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,25,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,3,0,0,0,28,22,45
SSC20945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,15,5,19,0,3,0,0,0,0,29,25,50
SSC20946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,7,3,8
SSC20947,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,66,49,115,3,0,6,7,0,7,0,0,0,0,3,3,0,0,3,6,6,6,83,59,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,14,23,37,12,22,27,0,0,3,113,103,223
SSC20948,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,25,46,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,30,33,60,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,3,0,3,4,12,12,3,3,5,0,0,0,43,47,86
SSC20949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,51,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,36,31,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,11,5,18,0,14,11,0,0,0,51,47,101
SSC20950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,4,0,0,0,18,13,26
SSC20952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,12,4,13
SSC20953,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,17,57,3,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,45,27,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,8,3,9,0,0,3,57,33,93
SSC20954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,18,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,5,5,0,0,3,18,16,38
SSC20956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,27,0,0,0,0,0,0,3,0,7,0,0,0,3,0,6,3,0,3,22,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,5,3,6,31,27,54
SSC20957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,47,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,37,23,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,3,5,5,0,0,0,48,37,78
SSC20958,61,57,118,0,17,15,0,0,0,0,3,3,0,0,0,144,136,275,0,8,10,5,0,5,0,0,0,3,0,6,6,0,4,10,7,16,229,227,459,3,0,4,0,0,0,3,7,12,3,0,5,0,0,3,0,4,3,16,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,13,11,28,3,4,5,0,0,0,0,0,0,3,4,5,11,17,27,19,37,54,0,0,3,279,294,574
SSC20959,14,6,20,0,0,3,0,0,0,0,3,3,0,0,0,308,233,537,5,10,20,15,0,21,0,0,0,0,0,3,3,0,3,13,8,18,364,262,618,5,0,4,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,10,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,3,14,3,3,5,0,0,0,0,0,0,4,3,8,19,37,59,32,68,102,10,12,22,440,386,828
SSC20960,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,41,34,69,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,47,36,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,0,3,3,0,0,0,59,52,108
SSC20961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,35,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,28,25,49
SSC20962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,52,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,8,4,13,38,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,21,11,7,16,3,0,3,64,54,117
SSC20963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,11,11,16
SSC20965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,0,3,5,0,0,0,17,14,32
SSC20966,71,45,112,33,21,48,0,0,0,0,0,0,0,5,5,729,586,1315,52,66,111,9,0,9,9,0,9,33,14,45,7,5,15,188,298,485,1120,1033,2154,0,0,0,0,0,0,4,6,12,7,9,11,3,0,3,6,0,6,23,12,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,9,12,7,18,34,27,56,7,9,11,0,0,0,0,0,0,8,9,14,62,68,135,101,159,256,8,15,19,1331,1305,2641
SSC20967,86,62,152,21,30,47,0,0,3,0,0,0,9,3,12,1118,1006,2118,61,96,159,5,0,5,9,0,12,62,23,86,5,7,13,129,160,288,1503,1391,2894,0,5,5,0,0,0,9,13,19,10,12,15,0,0,0,6,0,6,23,25,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,9,11,20,36,33,71,9,13,23,0,0,0,0,0,0,9,13,23,62,87,156,150,273,426,16,17,32,1778,1822,3596
